,n_secs_delay,
0,0,
1,-1,
2,-1,
3,-1,
4,-1,
5,43646,
6,-1,
7,-1,
8,-1,
9,-1,
10,-1,
11,56146,
12,-1,
13,-1,
14,-1,
15,-1,
16,74948,
17,15781,
18,-1,
19,-1,
20,-1,
21,-1,
22,-1,
23,-1,
24,-1,
25,-1,
26,-1,
27,-1,
28,-1,
29,-1,
30,-1,
31,-1,
32,-1,
33,-1,
34,-1,
35,-1,
36,-1,
37,-1,
38,-1,
39,53125,
40,62760,
41,-1,
42,-1,
43,-1,
44,-1,
45,-1,
46,21354,
47,49219,
48,-1,
49,-1,
50,58333,
51,39219,
52,36771,
53,36823,
54,39271,
55,34896,
56,-1,
57,8073,
58,-1,
59,-1,
60,56146,
61,32760,
62,-1,
63,13177,
64,50729,
65,-1,
66,-1,
67,-1,
68,-1,
69,-1,
70,-1,
71,-1,
72,34375,
73,40312,
74,41875,
75,31771,
76,47188,
77,30365,
78,45208,
79,31197,
80,30885,
81,31198,
82,-1,
83,53958,
84,-1,
85,46354,
86,-1,
87,-1,
88,53958,
89,33854,
90,39219,
91,-1,
92,-1,
93,37031,
94,74739,
95,54271,
96,39219,
97,36198,
98,55833,
99,33802,
100,35990,
101,36302,
102,36458,
103,32864,
104,70052,
105,33855,
106,31927,
107,-1,
108,20000,
109,60782,
110,34636,
111,42760,
112,33698,
113,37239,
114,39740,
115,36875,
116,38073,
117,40000,
118,33907,
119,45989,
120,33958,
121,33697,
122,36094,
123,34219,
124,35312,
125,34062,
126,33230,
127,33750,
128,39531,
129,37187,
130,34427,
131,32239,
132,36198,
133,38646,
134,35833,
135,33750,
136,34010,
137,33698,
138,32709,
139,36093,
140,31667,
141,32865,
142,35782,
143,35833,
144,34115,
145,32343,
146,39688,
147,34687,
148,37552,
149,32708,
150,36042,
151,54896,
152,33906,
153,-1,
154,27136,
155,33385,
156,40000,
157,-1,
158,34740,
159,37188,
160,37812,
161,36823,
162,41302,
163,32552,
164,46511,
165,34115,
166,36250,
167,35677,
168,39375,
169,53802,
170,33542,
171,32552,
172,35260,
173,31302,
174,39896,
175,33698,
176,39532,
177,35364,
178,34375,
179,28802,
180,32083,
181,32396,
182,36928,
183,41979,
184,45000,
185,32864,
186,38959,
187,32188,
188,35469,
189,34427,
190,30677,
191,31302,
192,34531,
193,30573,
194,32709,
195,32187,
196,39844,
197,33959,
198,38906,
199,38437,
200,35573,
201,40416,
202,35416,
203,33385,
204,39792,
205,34062,
206,41406,
207,73489,
208,36094,
209,35833,
210,36406,
211,-1,
212,24219,
213,56771,
214,32917,
215,68021,
216,-1,
217,64792,
218,57812,
219,60937,
220,88177,
221,113802,
222,39739,
223,33594,
224,38802,
225,34271,
226,33021,
227,30938,
228,35782,
229,32864,
230,32708,
231,39792,
232,33803,
233,34583,
234,31094,
235,29531,
236,29636,
237,27760,
238,32136,
239,30000,
240,29479,
241,33021,
242,34896,
243,34167,
244,34791,
245,33230,
246,34531,
247,30990,
248,35625,
249,36302,
250,30521,
251,42812,
252,31979,
253,34167,
254,40157,
255,38021,
256,36614,
257,65625,
258,35834,
259,34948,
260,34739,
261,42760,
262,42448,
263,33802,
264,48385,
265,34167,
266,33229,
267,35782,
268,35000,
269,41302,
270,34635,
271,31770,
272,33906,
273,39010,
274,36562,
275,30625,
276,33646,
277,32708,
278,31979,
279,33802,
280,31927,
281,35312,
282,32969,
283,30677,
284,36042,
285,31302,
286,36667,
287,32604,
288,32240,
289,37344,
290,37760,
291,34323,
292,33750,
293,33073,
294,33438,
295,31458,
296,35365,
297,30833,
298,34740,
299,32761,
300,30937,
301,35365,
302,31458,
303,33021,
304,45989,
305,29687,
306,32240,
307,47708,
308,34115,
309,32917,
310,37084,
311,36823,
312,43281,
313,31042,
314,34531,
315,37396,
316,34011,
317,40313,
318,35209,
319,31146,
320,33229,
321,33802,
322,31458,
323,29792,
324,33542,
325,32188,
326,29740,
327,35364,
328,31615,
329,31510,
330,32656,
331,33438,
332,38802,
333,30833,
334,34323,
335,41510,
336,34844,
337,36198,
338,33438,
339,37344,
340,35573,
341,35833,
342,33021,
343,34011,
344,38177,
345,31979,
346,32813,
347,33073,
348,33698,
349,30573,
350,32761,
351,32448,
352,31354,
353,33490,
354,31719,
355,32396,
356,33021,
357,38958,
358,34219,
359,30157,
360,43333,
361,33073,
362,35052,
363,37135,
364,34323,
365,32709,
366,34062,
367,36406,
368,36719,
369,33021,
370,33489,
371,36458,
372,31198,
373,37865,
374,32240,
375,35625,
376,34792,
377,29688,
378,33125,
379,41666,
380,30885,
381,33594,
382,32083,
383,29114,
384,30365,
385,31927,
386,29063,
387,29792,
388,33594,
389,28750,
390,32708,
391,27500,
392,27864,
393,31407,
394,28906,
395,33125,
396,27761,
397,33594,
398,33021,
399,31302,
400,67813,
401,14375,
402,32083,
403,31927,
404,30261,
405,38594,
406,31667,
407,31302,
408,33334,
409,34219,
410,58125,
411,32969,
412,33542,
413,54271,
414,29687,
415,30989,
416,37396,
417,30521,
418,32813,
419,34323,
420,31771,
421,35573,
422,32552,
423,34167,
424,34583,
425,31406,
426,33281,
427,32812,
428,34166,
429,38385,
430,34687,
431,35729,
432,32656,
433,33437,
434,32813,
435,32084,
436,31354,
437,31093,
438,-1,
439,-1,
440,79740,
441,78438,
442,41302,
443,43854,
444,34844,
445,30521,
446,32188,
447,40573,
448,30781,
449,30833,
450,36354,
451,31875,
452,36458,
453,30625,
454,30312,
455,30677,
456,36562,
457,37396,
458,30417,
459,84740,
460,35417,
461,30573,
462,35937,
463,35573,
464,30052,
465,30521,
466,30416,
467,30625,
468,35938,
469,31042,
470,30573,
471,30833,
472,31042,
473,36145,
474,30625,
475,30625,
476,30625,
477,30260,
478,36198,
479,30521,
480,30313,
481,35469,
482,37917,
483,30990,
484,65573,
485,42396,
486,51719,
487,36875,
488,35208,
489,30469,
490,30469,
491,30573,
492,30625,
493,37969,
494,30834,
495,35209,
496,36146,
497,30781,
498,31042,
499,30938,
500,31094,
501,36302,
502,37708,
503,31042,
504,34792,
505,30677,
506,30937,
507,-1,
508,25782,
509,55468,
510,34062,
511,71093,
512,43594,
513,52813,
514,30625,
515,41406,
516,31510,
517,37291,
518,32083,
519,60365,
520,30417,
521,53125,
522,30208,
523,34844,
524,31718,
525,31979,
526,38906,
527,49687,
528,30573,
529,34322,
530,30156,
531,56354,
532,30313,
533,53490,
534,30312,
535,29636,
536,30834,
537,31771,
538,53594,
539,30312,
540,30260,
541,30365,
542,29740,
543,54323,
544,30104,
545,33645,
546,31719,
547,29739,
548,53542,
549,30156,
550,35156,
551,30468,
552,30156,
553,53386,
554,30104,
555,52760,
556,30312,
557,64114,
558,30052,
559,30469,
560,53906,
561,30000,
562,30105,
563,52708,
564,-1,
565,24843,
566,34791,
567,34635,
568,35052,
569,33281,
570,30730,
571,32083,
572,32605,
573,-1,
574,117083,
575,78750,
576,44166,
577,48802,
578,37708,
579,33333,
580,58177,
581,35157,
582,54531,
583,34323,
584,35885,
585,62396,
586,39584,
587,34636,
588,33802,
589,56146,
590,35208,
591,56355,
592,34323,
593,33594,
594,33177,
595,32604,
596,55937,
597,36458,
598,37500,
599,37135,
600,32813,
601,54948,
602,33281,
603,34166,
604,31355,
605,35625,
606,52604,
607,33177,
608,54167,
609,31511,
610,32969,
611,32396,
612,32292,
613,53803,
614,34948,
615,34948,
616,31666,
617,34062,
618,-1,
619,53021,
620,42291,
621,34062,
622,33281,
623,-1,
624,36510,
625,59948,
626,31094,
627,53854,
628,30261,
629,29948,
630,30105,
631,29948,
632,52812,
633,29792,
634,29583,
635,31667,
636,32760,
637,53021,
638,30209,
639,33021,
640,29948,
641,31093,
642,53177,
643,29896,
644,52865,
645,30000,
646,29844,
647,29792,
648,32187,
649,53073,
650,29740,
651,32604,
652,54167,
653,-1,
654,74948,
655,30208,
656,53646,
657,30000,
658,30209,
659,29844,
660,32448,
661,52969,
662,29740,
663,30729,
664,-1,
665,53646,
666,30156,
667,52813,
668,32552,
669,30208,
670,30052,
671,29428,
672,52604,
673,29896,
674,54063,
675,-1,
676,-1,
677,24062,
678,29895,
679,52500,
680,29895,
681,29844,
682,29531,
683,29584,
684,52240,
685,29740,
686,33489,
687,29791,
688,29688,
689,29479,
690,29479,
691,52604,
692,29688,
693,52187,
694,29688,
695,29271,
696,51927,
697,31927,
698,52604,
699,29688,
700,35729,
701,-1,
702,-1,
703,28906,
704,37187,
705,48177,
706,33698,
707,56718,
708,37136,
709,37343,
710,31615,
711,32396,
712,52187,
713,30886,
714,40365,
715,32396,
716,33386,
