,n_secs_delay,
0,0,
1,-1,
2,-1,
3,50312,
4,41563,
5,72135,
6,42760,
7,40469,
8,34062,
9,31302,
10,37396,
11,49479,
12,39219,
13,31042,
14,-1,
15,-1,
16,53437,
17,35886,
18,32448,
19,-1,
20,-1,
21,-1,
22,29375,
23,41094,
24,35938,
25,38906,
26,51146,
27,37656,
28,35833,
29,56563,
30,40053,
31,33020,
32,52916,
33,36719,
34,35417,
35,40677,
36,37084,
37,45000,
38,36823,
39,29427,
40,47188,
41,33542,
42,38281,
43,33281,
44,34948,
45,57500,
46,34271,
47,39010,
48,31823,
49,31250,
50,45729,
51,-1,
52,-1,
53,-1,
54,-1,
55,-1,
56,-1,
57,-1,
58,-1,
59,-1,
60,48698,
61,38229,
62,-1,
63,36146,
64,29896,
65,29791,
66,61094,
67,-1,
68,12656,
69,-1,
70,-1,
71,-1,
72,65990,
73,-1,
74,54428,
75,-1,
76,47291,
77,-1,
78,-1,
79,79739,
80,50000,
81,-1,
82,-1,
83,48437,
84,-1,
85,-1,
86,-1,
87,-1,
88,61146,
89,-1,
90,-1,
91,-1,
92,-1,
93,-1,
94,-1,
95,-1,
96,-1,
97,29218,
98,35677,
99,32916,
100,33698,
101,49062,
102,33854,
103,30313,
104,44270,
105,30364,
106,45781,
107,29635,
108,29688,
109,31250,
110,29062,
111,29895,
112,29011,
113,43593,
114,29844,
115,28802,
116,29427,
117,46927,
118,31458,
119,47187,
120,31979,
121,31302,
122,44688,
123,30156,
124,28958,
125,45938,
126,29167,
127,43021,
128,29479,
129,29427,
130,30052,
131,29166,
132,44167,
133,29167,
134,28959,
135,28750,
136,30208,
137,42864,
138,29219,
139,28489,
140,43334,
141,29635,
142,43021,
143,29063,
144,29062,
145,28802,
146,28906,
147,43125,
148,29115,
149,28854,
150,28489,
151,28854,
152,43177,
153,29011,
154,28698,
155,28854,
156,29375,
157,43854,
158,29323,
159,32656,
160,28698,
161,28906,
162,29219,
163,28594,
164,43438,
165,29010,
166,43021,
167,28542,
168,43177,
169,29167,
170,32657,
171,29219,
172,29531,
173,43906,
174,36875,
175,45469,
176,-1,
177,-1,
178,52291,
179,-1,
180,41302,
181,-1,
182,-1,
183,-1,
184,52188,
185,19948,
186,36094,
187,29740,
188,42083,
189,32969,
190,48646,
191,32292,
192,45157,
193,48281,
194,31093,
195,35573,
196,35677,
197,33021,
198,31771,
199,32239,
200,33750,
201,-1,
202,13437,
203,33802,
204,31354,
205,33906,
206,48542,
207,36615,
208,50937,
209,37813,
210,56562,
211,40521,
212,31458,
213,32708,
214,30104,
215,34531,
216,68334,
217,-1,
218,-1,
219,59844,
220,-1,
221,52656,
222,-1,
223,-1,
224,-1,
225,-1,
226,-1,
227,98021,
228,63750,
229,43854,
230,57395,
231,37916,
232,54896,
233,38906,
234,56771,
235,39531,
236,50521,
237,35886,
238,38698,
239,36458,
240,33854,
241,45261,
242,32604,
243,50625,
244,34115,
245,45209,
246,36354,
247,32709,
248,108854,
249,66927,
250,29584,
251,32969,
252,35000,
253,62917,
254,30469,
255,29531,
256,35781,
257,29792,
258,29428,
259,31094,
260,32812,
261,48907,
262,54167,
263,30937,
264,50156,
265,29791,
266,43594,
267,32136,
268,43385,
269,29427,
270,42500,
271,29635,
272,41927,
273,29323,
274,29479,
275,30885,
276,29166,
277,42500,
278,30416,
279,30886,
280,30417,
281,44115,
282,29584,
283,41615,
284,29584,
285,44166,
286,42344,
287,31615,
288,33959,
289,31979,
290,29895,
291,31355,
292,44532,
293,30156,
294,48282,
295,34427,
296,53750,
297,33646,
298,30209,
299,33021,
300,-1,
301,-1,
302,55260,
303,20157,
304,41875,
305,40000,
306,33333,
307,30260,
308,48593,
309,35208,
310,34375,
311,31198,
312,34792,
313,30834,
314,32292,
315,46406,
316,33750,
317,38333,
318,32031,
319,34531,
320,33698,
321,32553,
322,49896,
323,32292,
324,47709,
325,34792,
326,47448,
327,35729,
328,32917,
329,46979,
330,66458,
331,34062,
332,34740,
333,34271,
334,46979,
335,31563,
336,-1,
337,13645,
338,36980,
339,35000,
340,47136,
341,34843,
342,49687,
343,39427,
344,32188,
345,48021,
346,34271,
347,47656,
348,32917,
349,34271,
350,47864,
351,36771,
352,48125,
353,33802,
354,42552,
355,34323,
356,45208,
357,33854,
358,46511,
359,42500,
360,-1,
361,-1,
362,135730,
363,49896,
364,46719,
365,31927,
366,29427,
367,30312,
368,44219,
369,30573,
370,31719,
371,45886,
372,30313,
373,28385,
374,30104,
375,44635,
376,31511,
377,46667,
378,44115,
379,42291,
380,-1,
381,-1,
382,-1,
383,-1,
384,43906,
385,52084,
386,50729,
387,30886,
388,35573,
389,29323,
390,45885,
391,31146,
392,31667,
393,29843,
394,-1,
395,143021,
396,35573,
397,31458,
398,46615,
399,31250,
400,-1,
401,-1,
402,75781,
403,33125,
404,47448,
405,35364,
406,55052,
407,35677,
408,48541,
409,36354,
410,35573,
411,47917,
412,33489,
413,45208,
414,33177,
415,34114,
416,36979,
417,36511,
418,32656,
419,32865,
420,51562,
421,34063,
422,47813,
423,42813,
424,44896,
425,56511,
426,55677,
427,50052,
428,35052,
429,49063,
430,31614,
431,75416,
432,-1,
433,74115,
434,44688,
435,36771,
436,44375,
437,29531,
438,32031,
439,42083,
440,29635,
441,42396,
442,28959,
443,28594,
444,42292,
445,29063,
446,44271,
447,30833,
448,30625,
449,32396,
450,29688,
451,48959,
452,43906,
453,37709,
454,-1,
455,-1,
456,-1,
457,-1,
458,-1,
459,24271,
460,46927,
461,30104,
462,31771,
463,48750,
464,44010,
465,29219,
466,30313,
467,42500,
468,29115,
469,31667,
470,28229,
471,30105,
472,29011,
473,44063,
474,29167,
475,28073,
476,42500,
477,28906,
478,42448,
479,28438,
480,28438,
481,42084,
482,28750,
483,42500,
484,28906,
485,32240,
486,29219,
487,28230,
488,42969,
489,28490,
490,30729,
491,28021,
492,29635,
493,42709,
494,28489,
495,29896,
496,43698,
497,28802,
498,30208,
499,28073,
500,28437,
501,42031,
502,28698,
503,30000,
504,28698,
505,28021,
506,28229,
507,28177,
508,42291,
509,28542,
510,42604,
511,28697,
512,42084,
513,28541,
514,42500,
515,28646,
516,27917,
517,42084,
518,28177,
519,41927,
520,28542,
521,27969,
522,31146,
523,29114,
524,42291,
525,28907,
526,28072,
527,44010,
528,27969,
529,39739,
530,26198,
531,25729,
532,26146,
533,26093,
534,40833,
535,26563,
536,27240,
537,25781,
538,26145,
539,40312,
540,26719,
541,26250,
542,25625,
543,25937,
544,26302,
545,25782,
546,40677,
547,27083,
548,26042,
549,26823,
550,27448,
551,40677,
552,26875,
553,25781,
554,40209,
555,50782,
556,42709,
557,28906,
558,42604,
559,28438,
560,27969,
561,32448,
562,29792,
563,27864,
564,28021,
565,42916,
566,28489,
567,32292,
568,28125,
569,28333,
570,42135,
571,28750,
572,42708,
573,28490,
574,28229,
575,42916,
576,28855,
577,42292,
578,28646,
579,27917,
580,42031,
581,28594,
582,42500,
583,28334,
584,32292,
585,28229,
586,28125,
587,42136,
588,28906,
589,28229,
590,27917,
591,28594,
592,42292,
593,28646,
594,42708,
595,28385,
596,28333,
597,27969,
598,29531,
599,42500,
600,28645,
601,27865,
602,42083,
603,28229,
604,41979,
605,30208,
606,28177,
607,28333,
608,28229,
609,42187,
610,28854,
611,42500,
612,32552,
613,54323,
614,36145,
615,42292,
616,29740,
617,28802,
618,42552,
619,28594,
620,42083,
621,28594,
622,28177,
623,42344,
624,28855,
625,42500,
626,28854,
627,32135,
628,28385,
629,28125,
630,42812,
631,28646,
632,29843,
633,27916,
634,28281,
635,43281,
636,28698,
637,42188,
638,28854,
639,27708,
640,41927,
641,28802,
642,42239,
643,28386,
644,28177,
645,43958,
646,28386,
647,42083,
648,28385,
649,28542,
650,47552,
651,28542,
652,42500,
653,27500,
654,27709,
655,32032,
656,42396,
657,28021,
658,30781,
659,41979,
660,27969,
661,32344,
662,27552,
663,60989,
664,41928,
665,28021,
666,-1,
667,25000,
668,28854,
669,42917,
670,27916,
671,27969,
672,27760,
673,28438,
674,41719,
675,27760,
676,-1,
677,25834,
678,28177,
679,42083,
680,28125,
681,41354,
682,27864,
683,27343,
684,41302,
685,27761,
686,41562,
687,27969,
688,27709,
689,41510,
690,77239,
691,31406,
692,28437,
693,28072,
694,42448,
695,28230,
696,28386,
697,27864,
698,27916,
699,41927,
700,29583,
701,31822,
702,46146,
703,28073,
704,50625,
705,28021,
706,42135,
707,27813,
708,41615,
709,28073,
710,41302,
711,27761,
712,27500,
713,27709,
714,27656,
715,41355,
716,27969,
