,n_secs_delay,
0,0,
1,-1,
2,126875,
3,47344,
4,38438,
5,35313,
6,38854,
7,35313,
8,36979,
9,41823,
10,35833,
11,40365,
12,40730,
13,34479,
14,30677,
15,31406,
16,35052,
17,31615,
18,41822,
19,32864,
20,32291,
21,30053,
22,33437,
23,31094,
24,32343,
25,34322,
26,34375,
27,33698,
28,42812,
29,35520,
30,43021,
31,38959,
32,35261,
33,33281,
34,85573,
35,33594,
36,40573,
37,222708,
38,32343,
39,35573,
40,38177,
41,35573,
42,35677,
43,33959,
44,38698,
45,32135,
46,33178,
47,52552,
48,31719,
49,48854,
50,45261,
51,52188,
52,42240,
53,47344,
54,35208,
55,45417,
56,33333,
57,36354,
58,33489,
59,106094,
60,31145,
61,48906,
62,34427,
63,43282,
64,34583,
65,47761,
66,49792,
67,34636,
68,603802,
69,50781,
70,32917,
71,33125,
72,33333,
73,49844,
74,33177,
75,33177,
76,32917,
77,49688,
78,65104,
79,33333,
80,50261,
81,34166,
82,33073,
83,39687,
84,30156,
85,43906,
86,30157,
87,44948,
88,33802,
89,45833,
90,116511,
91,71927,
92,38594,
93,35573,
94,62761,
95,34271,
96,61407,
97,39843,
98,34062,
99,941510,
100,93958,
101,41510,
102,36198,
103,61562,
104,38229,
105,49218,
106,33698,
107,50312,
108,39323,
109,48125,
110,36459,
111,52188,
112,34375,
113,36354,
114,48855,
115,34010,
116,48281,
117,35729,
118,32760,
119,47396,
120,34791,
121,50781,
122,35990,
123,33645,
124,37760,
125,33541,
126,48750,
127,33958,
128,-1,
129,-1,
130,24531,
131,52500,
132,40156,
133,48646,
134,34844,
135,34115,
136,34844,
137,35833,
138,49063,
139,35312,
140,38646,
141,33489,
142,31718,
143,60469,
144,35260,
145,48125,
146,35469,
147,32292,
148,36979,
149,31875,
150,46302,
151,35416,
152,-1,
153,18958,
154,33958,
155,43125,
156,32552,
157,53802,
158,36042,
159,48594,
160,37604,
161,53125,
162,37188,
163,33281,
164,32500,
165,33021,
166,46718,
167,31041,
168,32604,
169,33385,
170,30417,
171,28594,
172,30885,
173,51927,
174,35104,
175,33437,
176,32813,
177,33125,
178,48645,
179,34115,
180,52240,
181,36875,
182,35938,
183,44062,
184,32448,
185,47448,
186,38802,
187,49166,
188,35521,
189,33802,
190,46458,
191,58906,
192,40209,
193,34792,
194,37084,
195,51563,
196,34688,
197,51354,
198,31510,
199,37864,
200,33489,
201,37656,
202,31355,
203,31042,
204,32083,
205,49584,
206,32708,
207,35677,
208,32708,
209,30313,
210,31459,
211,29063,
212,54531,
213,36666,
214,45885,
215,33386,
216,41927,
217,33177,
218,33125,
219,43750,
220,29427,
221,33958,
222,31198,
223,29427,
224,44166,
225,30781,
226,44896,
227,30104,
228,31146,
229,42864,
230,30365,
231,45781,
232,31406,
233,29115,
234,43073,
235,31354,
236,47292,
237,30990,
238,49271,
239,29114,
240,28802,
241,43958,
242,30157,
243,30000,
244,28542,
245,29948,
246,42135,
247,28750,
248,42448,
249,28385,
250,28333,
251,50104,
252,29375,
253,42500,
254,30156,
255,28490,
256,28281,
257,42240,
258,30000,
259,32448,
260,28438,
261,28333,
262,42188,
263,28437,
264,41927,
265,28125,
266,29167,
267,42187,
268,28593,
269,41927,
270,28385,
271,28021,
272,42032,
273,28646,
274,41927,
275,28125,
276,28073,
277,28177,
278,28334,
279,41667,
280,29271,
281,27812,
282,45365,
283,32709,
284,-1,
285,-1,
286,-1,
287,-1,
288,-1,
289,-1,
290,15156,
291,32031,
292,62552,
293,31823,
294,49218,
295,30469,
296,36980,
297,30365,
298,32553,
299,47448,
300,32969,
301,33490,
302,30938,
303,30208,
304,39427,
305,30729,
306,31146,
307,31771,
308,47864,
309,32031,
310,42656,
311,-1,
312,-1,
313,-1,
314,-1,
315,-1,
316,-1,
317,-1,
318,29479,
319,31823,
320,30416,
321,29688,
322,30469,
323,29323,
324,29114,
325,29427,
326,29271,
327,28125,
328,31093,
329,32813,
330,29740,
331,28958,
332,28593,
333,28594,
334,28593,
335,29739,
336,28959,
337,28802,
338,28541,
339,28177,
340,34271,
341,33697,
342,32865,
343,48229,
344,33906,
345,29896,
346,31146,
347,28646,
348,28542,
349,31771,
350,38177,
351,31406,
352,31042,
353,31459,
354,30521,
355,48490,
356,78906,
357,52708,
358,-1,
359,10313,
360,37864,
361,34479,
362,37916,
363,36458,
364,51615,
365,32604,
366,31615,
367,29583,
368,29427,
369,29062,
370,44844,
371,29115,
372,43177,
373,28906,
374,28750,
375,44948,
376,29218,
377,42864,
378,29271,
379,28386,
380,28802,
381,28802,
382,42761,
383,60677,
384,32864,
385,28437,
386,28438,
387,43073,
388,29115,
389,32187,
390,30104,
391,28385,
392,44167,
393,28802,
394,30886,
395,28438,
396,28385,
397,28489,
398,42917,
399,28750,
400,28750,
401,28437,
402,28073,
403,43333,
404,43542,
405,29062,
406,28334,
407,28750,
408,29167,
409,42656,
410,29062,
411,28386,
412,28438,
413,63906,
414,74271,
415,42865,
416,30834,
417,39323,
418,-1,
419,-1,
420,50781,
421,-1,
422,-1,
423,-1,
424,-1,
425,63438,
426,179843,
427,74011,
428,-1,
429,-1,
430,-1,
431,61562,
432,32552,
433,30625,
434,38177,
435,31875,
436,34271,
437,32240,
438,51927,
439,38542,
440,33698,
441,43073,
442,33489,
443,34843,
444,33802,
445,32604,
446,32813,
447,34688,
448,36459,
449,36145,
450,35156,
451,34636,
452,32865,
453,32657,
454,31302,
455,35000,
456,60156,
457,32552,
458,34636,
459,36146,
460,33750,
461,38646,
462,34948,
463,39479,
464,35572,
465,31614,
466,31563,
467,36771,
468,33125,
469,32344,
470,31198,
471,32083,
472,35886,
473,34323,
474,30989,
475,35156,
476,34843,
477,34687,
478,34167,
479,34739,
480,34896,
481,31719,
482,35312,
483,33229,
484,36563,
485,33646,
486,31719,
487,38177,
488,33177,
489,32291,
490,35886,
491,30729,
492,36562,
493,33750,
494,36354,
495,36511,
496,33177,
497,34792,
498,33542,
499,36979,
500,35157,
501,55053,
502,36197,
503,34011,
504,-1,
505,58177,
506,43177,
507,31615,
508,34844,
509,35885,
510,32604,
511,35312,
512,30573,
513,33646,
514,31406,
515,31354,
516,33490,
517,31979,
518,39219,
519,52812,
520,34323,
521,32032,
522,59428,
523,32656,
524,32760,
525,33906,
526,34323,
527,36302,
528,35886,
529,34167,
530,38385,
531,35312,
532,41042,
533,32761,
534,33177,
535,34480,
536,33906,
537,34791,
538,33541,
539,31615,
540,32969,
541,34479,
542,33802,
543,32552,
544,31927,
545,31667,
546,32031,
547,35625,
548,33646,
549,32500,
550,33959,
551,36667,
552,30417,
553,31354,
554,32084,
555,35053,
556,31510,
557,40104,
558,28281,
559,37396,
560,35937,
561,30885,
562,35000,
563,30104,
564,31928,
565,30469,
566,34427,
567,33698,
568,31927,
569,36615,
570,67969,
571,28229,
572,66615,
573,47500,
574,38177,
575,32188,
576,35834,
577,36563,
578,32917,
579,41093,
580,34636,
581,33177,
582,35053,
583,33125,
584,43177,
585,33386,
586,36823,
587,31719,
588,32656,
589,-1,
590,67031,
591,48334,
592,32968,
593,35208,
594,32813,
595,50052,
596,59948,
597,33229,
598,31145,
599,30938,
600,33021,
601,33855,
602,30000,
603,31615,
604,32396,
605,31406,
606,36094,
607,31198,
608,31979,
609,32031,
610,42500,
611,27343,
612,40989,
613,26563,
614,30625,
615,25990,
616,26719,
617,49531,
618,28958,
619,42084,
620,28593,
621,36250,
622,33073,
623,31563,
624,33229,
625,39636,
626,31041,
627,31771,
628,32292,
629,33646,
630,40990,
631,33698,
632,46146,
633,33698,
634,46875,
635,29844,
636,32864,
637,31511,
638,33906,
639,33021,
640,-1,
641,20573,
642,37916,
643,31927,
644,-1,
645,18385,
646,32604,
647,46980,
648,30521,
649,28802,
650,29687,
651,28594,
652,28802,
653,26771,
654,41355,
655,26771,
656,26250,
657,27187,
658,26718,
659,40521,
660,26510,
661,25938,
662,26042,
663,26198,
664,29948,
665,29635,
666,43646,
667,29115,
668,28802,
669,28489,
670,28698,
671,43333,
672,29375,
673,28020,
674,33438,
675,28646,
676,28907,
677,43542,
678,29531,
679,28490,
680,28177,
681,28333,
682,43021,
683,28802,
684,28959,
685,28386,
686,29010,
687,43125,
688,29010,
689,42864,
690,29427,
691,28073,
692,42917,
693,28385,
694,32500,
695,32240,
696,-1,
697,-1,
698,41302,
699,44740,
700,31198,
701,28490,
702,30000,
703,28125,
704,43178,
705,29635,
706,28333,
707,28125,
708,28490,
709,42917,
710,29271,
711,28438,
712,28594,
713,29740,
714,55989,
715,29427,
716,28282,
