,n_secs_delay,
0,0,
1,-1,
2,120729,
3,36302,
4,34011,
5,54323,
6,34375,
7,52865,
8,30417,
9,52292,
10,32084,
11,52605,
12,53438,
13,30104,
14,30000,
15,29791,
16,52291,
17,30468,
18,51927,
19,30052,
20,52084,
21,32812,
22,29687,
23,29636,
24,29531,
25,52448,
26,30416,
27,52031,
28,30105,
29,51615,
30,32812,
31,41459,
32,30104,
33,42656,
34,30677,
35,29479,
36,29480,
37,29688,
38,29792,
39,29531,
40,41510,
41,30052,
42,41302,
43,44792,
44,29896,
45,29948,
46,52760,
47,29792,
48,33281,
49,29375,
50,29375,
51,52188,
52,29583,
53,52969,
54,33958,
55,29740,
56,29427,
57,54532,
58,54375,
59,41250,
60,30417,
61,29583,
62,41459,
63,29636,
64,51980,
65,30000,
66,41406,
67,30105,
68,51823,
69,29583,
70,33229,
71,29114,
72,29844,
73,29427,
74,29323,
75,52343,
76,29948,
77,51771,
78,29375,
79,51458,
80,29584,
81,32813,
82,29270,
83,29479,
84,29323,
85,29167,
86,52240,
87,29792,
88,51302,
89,29531,
90,32813,
91,29218,
92,29427,
93,29948,
94,29062,
95,52396,
96,30938,
97,51510,
98,29635,
99,51459,
100,29896,
101,32709,
102,29219,
103,29375,
104,29584,
105,29115,
106,72344,
107,29531,
108,51771,
109,30000,
110,32969,
111,29167,
112,29896,
113,29427,
114,30521,
115,52292,
116,29948,
117,51823,
118,29792,
119,52188,
120,30209,
121,32865,
122,29322,
123,29271,
124,29271,
125,29271,
126,51823,
127,29688,
128,51979,
129,29479,
130,33282,
131,29115,
132,29167,
133,29323,
134,29115,
135,54115,
136,51666,
137,51406,
138,51302,
139,29740,
140,51511,
141,29844,
142,51979,
143,29584,
144,52657,
145,31875,
146,34115,
147,29375,
148,29427,
149,41614,
150,29792,
151,29427,
152,29219,
153,41406,
154,30104,
155,41354,
156,29427,
157,41250,
158,29271,
159,41875,
160,29948,
161,41093,
162,29791,
163,41302,
164,29896,
165,41302,
166,29479,
167,41770,
168,29844,
169,41354,
170,29739,
171,42187,
172,29948,
173,41146,
174,29635,
175,41875,
176,29948,
177,41146,
178,60052,
179,51615,
180,30729,
181,31250,
182,29167,
183,29219,
184,30052,
185,29323,
186,29479,
187,29219,
188,52812,
189,29792,
190,42968,
191,29739,
192,41875,
193,29948,
194,41771,
195,30208,
196,41458,
197,30000,
198,41875,
199,29792,
200,41458,
201,29792,
202,42135,
203,29740,
204,29479,
205,29375,
206,33333,
207,29635,
208,29375,
209,29219,
210,42031,
211,30156,
212,29739,
213,29219,
214,57969,
215,32812,
216,29687,
217,30729,
218,29635,
219,29375,
220,29739,
221,29115,
222,42084,
223,29740,
224,41667,
225,29531,
226,41667,
227,29635,
228,42344,
229,29531,
230,41562,
231,41458,
232,30938,
233,33073,
234,29531,
235,33593,
236,29427,
237,29635,
238,42135,
239,30104,
240,41823,
241,41510,
242,29896,
243,43542,
244,30053,
245,41927,
246,30208,
247,41771,
248,90469,
249,30209,
250,29948,
251,29323,
252,43021,
253,29792,
254,41719,
255,29687,
256,41614,
257,29948,
258,29896,
259,29219,
260,42343,
261,29792,
262,41927,
263,29584,
264,42500,
265,29844,
266,41718,
267,29739,
268,41980,
269,41615,
270,29948,
271,45000,
272,29896,
273,42448,
274,30208,
275,41615,
276,30313,
277,42032,
278,30833,
279,42240,
280,32292,
281,41771,
282,29531,
283,41667,
284,30052,
285,41718,
286,29635,
287,29323,
288,29010,
289,29688,
290,29323,
291,29740,
292,29115,
293,41823,
294,29895,
295,41770,
296,29739,
297,41614,
298,29844,
299,41927,
300,29948,
301,41458,
302,30208,
303,42031,
304,29791,
305,41459,
306,29688,
307,41771,
308,29791,
309,41458,
310,29635,
311,42031,
312,30260,
313,41562,
314,29791,
315,41719,
316,29948,
317,41771,
318,29532,
319,41771,
320,29844,
321,41407,
322,30521,
323,41979,
324,29792,
325,41822,
326,29844,
327,42813,
328,29687,
329,41615,
330,29896,
331,42084,
332,29740,
333,41302,
334,30156,
335,29167,
336,29531,
337,33489,
338,29323,
339,29479,
340,29479,
341,29427,
342,29063,
343,42761,
344,29792,
345,54948,
346,30730,
347,42344,
348,29844,
349,42032,
350,30104,
351,41875,
352,29844,
353,41771,
354,29843,
355,41771,
356,29792,
357,41875,
358,29948,
359,41771,
360,29896,
361,41563,
362,29635,
363,42031,
364,30104,
365,41719,
366,29896,
367,41875,
368,29896,
369,41563,
370,29739,
371,42864,
372,29792,
373,42083,
374,29896,
375,42031,
376,29479,
377,41719,
378,29948,
379,41771,
380,30834,
381,42291,
382,29896,
383,41667,
384,29688,
385,41614,
386,29844,
387,41719,
388,30156,
389,42032,
390,30208,
391,41562,
392,29844,
393,41354,
394,29843,
395,41458,
396,33125,
397,42239,
398,30365,
399,29270,
400,29167,
401,30417,
402,42031,
403,41614,
404,31146,
405,42344,
406,30157,
407,41510,
408,29740,
409,42083,
410,29948,
411,42031,
412,29584,
413,42187,
414,30000,
415,41667,
416,29636,
417,41666,
418,30052,
419,41459,
420,29791,
421,42917,
422,29896,
423,41771,
424,29948,
425,41719,
426,30209,
427,41458,
428,30364,
429,41614,
430,29740,
431,41511,
432,30417,
433,41823,
434,29739,
435,41459,
436,29896,
437,41875,
438,30156,
439,42031,
440,29687,
441,56719,
442,29791,
443,41771,
444,29791,
445,43698,
446,30156,
447,41875,
448,29844,
449,41563,
450,29791,
451,41667,
452,29948,
453,41458,
454,31093,
455,41771,
456,30417,
457,41563,
458,29740,
459,41510,
460,29739,
461,29948,
462,29375,
463,43073,
464,29739,
465,29166,
466,29479,
467,33698,
468,29323,
469,29114,
470,28854,
471,29531,
472,29479,
473,41979,
474,30157,
475,41875,
476,30000,
477,41562,
478,29948,
479,42187,
480,29740,
481,41511,
482,29531,
483,41979,
484,29583,
485,41355,
486,30156,
487,41979,
488,30000,
489,41771,
490,29792,
491,41614,
492,29896,
493,41458,
494,29688,
495,42136,
496,30469,
497,41979,
498,30937,
499,41979,
500,29792,
501,41302,
502,29739,
503,30052,
504,29584,
505,41979,
506,29948,
507,42760,
508,30000,
509,41771,
510,29843,
511,41979,
512,29688,
513,41719,
514,29844,
515,41510,
516,29583,
517,42083,
518,29791,
519,41823,
520,29583,
521,41771,
522,29740,
523,41563,
524,29843,
525,41823,
526,29792,
527,42083,
528,30000,
529,41510,
530,29895,
531,29323,
532,29166,
533,30833,
534,42083,
535,29479,
536,31511,
537,29219,
538,29270,
539,29583,
540,29375,
541,59375,
542,31094,
543,41875,
544,29531,
545,30052,
546,29375,
547,41980,
548,30000,
549,41511,
550,29740,
551,42657,
552,29636,
553,42447,
554,29896,
555,41719,
556,29740,
557,41511,
558,29792,
559,41927,
560,29583,
561,41979,
562,29948,
563,41614,
564,29635,
565,41615,
566,30000,
567,41458,
568,30104,
569,42239,
570,29687,
571,41823,
572,29792,
573,51458,
574,29896,
575,41302,
576,29844,
577,42187,
578,29635,
579,41667,
580,29532,
581,41823,
582,29948,
583,41719,
584,30416,
585,30157,
586,29427,
587,42188,
588,29844,
589,41563,
590,30052,
591,41146,
592,30625,
593,42031,
594,29896,
595,41719,
596,29896,
597,29479,
598,29063,
599,31042,
600,66927,
601,43697,
602,30468,
603,41927,
604,30000,
605,41770,
606,30104,
607,41563,
608,29792,
609,42188,
610,30365,
611,42135,
612,29843,
613,41875,
614,29583,
615,41667,
616,29479,
617,42136,
618,30000,
619,41771,
620,29791,
621,41771,
622,29896,
623,41458,
624,29635,
625,30677,
626,30521,
627,42709,
628,30000,
629,41823,
630,30052,
631,41406,
632,29844,
633,42084,
634,30052,
635,42032,
636,29896,
637,41510,
638,30417,
639,41718,
640,29843,
641,41875,
642,30104,
643,41615,
644,29791,
645,41875,
646,29740,
647,41510,
648,29115,
649,41875,
650,30156,
651,41719,
652,30104,
653,41823,
654,30000,
655,41614,
656,29427,
657,41927,
658,30104,
659,41511,
660,31667,
661,29271,
662,29323,
663,29479,
664,42083,
665,29948,
666,29531,
667,29166,
668,41823,
669,29896,
670,41927,
671,29844,
672,41615,
673,29896,
674,34166,
675,29531,
676,42188,
677,29948,
678,41823,
679,29896,
680,41719,
681,32969,
682,42135,
683,30000,
684,41718,
685,29896,
686,42656,
687,29844,
688,41719,
689,29948,
690,41562,
691,29792,
692,41823,
693,29792,
694,41980,
695,30104,
696,42188,
697,29844,
698,41771,
699,29688,
700,41875,
701,29948,
702,56250,
703,30364,
704,41979,
705,30000,
706,42292,
707,30105,
708,41770,
709,29948,
710,41667,
711,30208,
712,42083,
713,30156,
714,42135,
715,29739,
716,41198,
