,n_secs_delay,
0,0,
1,-1,
2,87031,
3,50000,
4,39375,
5,78073,
6,43281,
7,37083,
8,31042,
9,31094,
10,29687,
11,31667,
12,54740,
13,31302,
14,30521,
15,30313,
16,30990,
17,32291,
18,30781,
19,30208,
20,30625,
21,46406,
22,30678,
23,31615,
24,30677,
25,31302,
26,33490,
27,29843,
28,36667,
29,30782,
30,29739,
31,46250,
32,30573,
33,31407,
34,30573,
35,29948,
36,55156,
37,49271,
38,33385,
39,32708,
40,36927,
41,32188,
42,32396,
43,32396,
44,32500,
45,32084,
46,34532,
47,49375,
48,33386,
49,34739,
50,33437,
51,44271,
52,36354,
53,32239,
54,48437,
55,34219,
56,32708,
57,32240,
58,33281,
59,42291,
60,32500,
61,34218,
62,32292,
63,31927,
64,31719,
65,32135,
66,32395,
67,33750,
68,31667,
69,63542,
70,33281,
71,32448,
72,31406,
73,45730,
74,38177,
75,32552,
76,45365,
77,39948,
78,44948,
79,33020,
80,31458,
81,37917,
82,32239,
83,45365,
84,32135,
85,32083,
86,31459,
87,31615,
88,37917,
89,46146,
90,34792,
91,37917,
92,32761,
93,34479,
94,45261,
95,31875,
96,37761,
97,35781,
98,32083,
99,45209,
100,33750,
101,31927,
102,46511,
103,32135,
104,32395,
105,38542,
106,32969,
107,37969,
108,31771,
109,31927,
110,31562,
111,31302,
112,45365,
113,35417,
114,31511,
115,31823,
116,31198,
117,32187,
118,31198,
119,37968,
120,45365,
121,32396,
122,37447,
123,32448,
124,31458,
125,45416,
126,38542,
127,32448,
128,31563,
129,34167,
130,31250,
131,38021,
132,32240,
133,32031,
134,30938,
135,32031,
136,45417,
137,32448,
138,37448,
139,45521,
140,35521,
141,37864,
142,32396,
143,31875,
144,45365,
145,31979,
146,38125,
147,45156,
148,35000,
149,37813,
150,44688,
151,32343,
152,31562,
153,31198,
154,31719,
155,37865,
156,32395,
157,45052,
158,38281,
159,34896,
160,45312,
161,32292,
162,31719,
163,38177,
164,31927,
165,45104,
166,38125,
167,32500,
168,45469,
169,32448,
170,37657,
171,45468,
172,32135,
173,32448,
174,31302,
175,31511,
176,37969,
177,44844,
178,34843,
179,55000,
180,32396,
181,32083,
182,77188,
183,32135,
184,37917,
185,33802,
186,32239,
187,37916,
188,32396,
189,31302,
190,45313,
191,31511,
192,38437,
193,38698,
194,31615,
195,48438,
196,38854,
197,32396,
198,45729,
199,38229,
200,44583,
201,34896,
202,32396,
203,40781,
204,47708,
205,33229,
206,59739,
207,36719,
208,41197,
209,34062,
210,33959,
211,36770,
212,47344,
213,37031,
214,32968,
215,47760,
216,31667,
217,31927,
218,33854,
219,31615,
220,31771,
221,31719,
222,38542,
223,33802,
224,31927,
225,32032,
226,46354,
227,38698,
228,35260,
229,31667,
230,31770,
231,31511,
232,46042,
233,32188,
234,38386,
235,45312,
236,32292,
237,37709,
238,32864,
239,31979,
240,45834,
241,31771,
242,31771,
243,32031,
244,31614,
245,37709,
246,36250,
247,31250,
248,45105,
249,35000,
250,31771,
251,31094,
252,35261,
253,40677,
254,45937,
255,35937,
256,38021,
257,32708,
258,31927,
259,45625,
260,32187,
261,32291,
262,34167,
263,32292,
264,37500,
265,35989,
266,31875,
267,45156,
268,32188,
269,32292,
270,37812,
271,32240,
272,34219,
273,31719,
274,50729,
275,33854,
276,32292,
277,38125,
278,32448,
279,31719,
280,31563,
281,31614,
282,45625,
283,31979,
284,38021,
285,32812,
286,31771,
287,45677,
288,38802,
289,35000,
290,45261,
291,32136,
292,31666,
293,31614,
294,31771,
295,37552,
296,49167,
297,36146,
298,37969,
299,32813,
300,33958,
301,46094,
302,32136,
303,38177,
304,36250,
305,32239,
306,45312,
307,32239,
308,35833,
309,38229,
310,32136,
311,32656,
312,31771,
313,31562,
314,45416,
315,38542,
316,35365,
317,45104,
318,31718,
319,32135,
320,32917,
321,32083,
322,32500,
323,31406,
324,39063,
325,32396,
326,38021,
327,34323,
328,31927,
329,34011,
330,31823,
331,45937,
332,36666,
333,31406,
334,31875,
335,32083,
336,32500,
337,31250,
338,32239,
339,37864,
340,33125,
341,45521,
342,38750,
343,35104,
344,45573,
345,32031,
346,31875,
347,38750,
348,45364,
349,31979,
350,52760,
351,41355,
352,31823,
353,33073,
354,46146,
355,32240,
356,33802,
357,32083,
358,31927,
359,32032,
360,48177,
361,38906,
362,34792,
363,45417,
364,113803,
365,32448,
366,38750,
367,32136,
368,32239,
369,31875,
370,31927,
371,46094,
372,32448,
373,31563,
374,38438,
375,32135,
376,45104,
377,31979,
378,31823,
379,38437,
380,37708,
381,31875,
382,34323,
383,31302,
384,37968,
385,35105,
386,32812,
387,31198,
388,32396,
389,77291,
390,37187,
391,33229,
392,34740,
393,33281,
394,64271,
395,32708,
396,31615,
397,45416,
398,32448,
399,38646,
400,31666,
401,31875,
402,33802,
403,31667,
404,31667,
405,31875,
406,37813,
407,46562,
408,34583,
409,32032,
410,33594,
411,32344,
412,37917,
413,32917,
414,46198,
415,38541,
416,33333,
417,45625,
418,32864,
419,31510,
420,38125,
421,32292,
422,45208,
423,32344,
424,31875,
425,37552,
426,45469,
427,34843,
428,38125,
429,32031,
430,31615,
431,45521,
432,33073,
433,30990,
434,37864,
435,34739,
436,32291,
437,31771,
438,31562,
439,35469,
440,31041,
441,45104,
442,37865,
443,35469,
444,45053,
445,38021,
446,33854,
447,32188,
448,52709,
449,38386,
450,35104,
451,32396,
452,33802,
453,32917,
454,45625,
455,34740,
456,37917,
457,45781,
458,32188,
459,31250,
460,31458,
461,31302,
462,37604,
463,31406,
464,31614,
465,31145,
466,31927,
467,31146,
468,38646,
469,49636,
470,32031,
471,45781,
472,38178,
473,34688,
474,45052,
475,32083,
476,32083,
477,35989,
478,31719,
479,37448,
480,36302,
481,31250,
482,45208,
483,32396,
484,31459,
485,38489,
486,32396,
487,31771,
488,31771,
489,34219,
490,33698,
491,46354,
492,32396,
493,38802,
494,34688,
495,36094,
496,34062,
497,42812,
498,49792,
499,37604,
500,35416,
501,32708,
502,34114,
503,33021,
504,36406,
505,33802,
506,38438,
507,38906,
508,32083,
509,46041,
510,32188,
511,31250,
512,33177,
513,37865,
514,32500,
515,31198,
516,45729,
517,31927,
518,31875,
519,32656,
520,32239,
521,37968,
522,45520,
523,34844,
524,38489,
525,32396,
526,34427,
527,45677,
528,33125,
529,38385,
530,36250,
531,31979,
532,45260,
533,32240,
534,31563,
535,38542,
536,32188,
537,35989,
538,34635,
539,32084,
540,33646,
541,31979,
542,33594,
543,31563,
544,45260,
545,32448,
546,51250,
547,37864,
548,33750,
549,32448,
550,35886,
551,31718,
552,39323,
553,39687,
554,32448,
555,32344,
556,31823,
557,31302,
558,46041,
559,34635,
560,32396,
561,33958,
562,32239,
563,33594,
564,32188,
565,31979,
566,34323,
567,31510,
568,32135,
569,37969,
570,32656,
571,46459,
572,38229,
573,34896,
574,45104,
575,35000,
576,32292,
577,63073,
578,32240,
579,45261,
580,37865,
581,33073,
582,45677,
583,32396,
584,32136,
585,38125,
586,31979,
587,32813,
588,31563,
589,32812,
590,37865,
591,34583,
592,31927,
593,34375,
594,31458,
595,33281,
596,35781,
597,37291,
598,34011,
599,32708,
600,46302,
601,32188,
602,38177,
603,45364,
604,35053,
605,39062,
606,32656,
607,31718,
608,46146,
609,32240,
610,32396,
611,51042,
612,34739,
613,33385,
614,32032,
615,31667,
616,31823,
617,31250,
618,31719,
619,35469,
620,31666,
621,33906,
622,32395,
623,31303,
624,31771,
625,52812,
626,51302,
627,33073,
628,37917,
629,32188,
630,31875,
631,45573,
632,31770,
633,35312,
634,31198,
635,32031,
636,33958,
637,31823,
638,32916,
639,34323,
640,37709,
641,45000,
642,34687,
643,31562,
644,30989,
645,31771,
646,32083,
647,31771,
648,37656,
649,36093,
650,31458,
651,46771,
652,32500,
653,31354,
654,38437,
655,31823,
656,35261,
657,31511,
658,31615,
659,31146,
660,45416,
661,37917,
662,33229,
663,31667,
664,59011,
665,49792,
666,33386,
667,33020,
668,32656,
669,33125,
670,32292,
671,32917,
672,35000,
673,33281,
674,48021,
675,33385,
676,32708,
677,35208,
678,41928,
679,39270,
680,35000,
681,56302,
682,31510,
683,34375,
684,30469,
685,30886,
686,30000,
687,30000,
688,32812,
689,31718,
690,30521,
691,30313,
692,30834,
693,46250,
694,46354,
695,52032,
696,34115,
697,39688,
698,47239,
699,33906,
700,32135,
701,31406,
702,32500,
703,30521,
704,33229,
705,29896,
706,29948,
707,29844,
708,30312,
709,29844,
710,45208,
711,33906,
712,30313,
713,30521,
714,44948,
715,31354,
716,29479,
