,n_secs_delay,
0,0,
1,-1,
2,-1,
3,41615,
4,32969,
5,37552,
6,29687,
7,45365,
8,30730,
9,32188,
10,37656,
11,46718,
12,30990,
13,43750,
14,43073,
15,35000,
16,28697,
17,29010,
18,28854,
19,44532,
20,29792,
21,29271,
22,35105,
23,31927,
24,43854,
25,30052,
26,43229,
27,29792,
28,32708,
29,30261,
30,28594,
31,48177,
32,46719,
33,34427,
34,29063,
35,43385,
36,29375,
37,33229,
38,29062,
39,28490,
40,-1,
41,82656,
42,34584,
43,28750,
44,43907,
45,29583,
46,32343,
47,29739,
48,28594,
49,-1,
50,54167,
51,29896,
52,29792,
53,29322,
54,30052,
55,29063,
56,28385,
57,28698,
58,29115,
59,43230,
60,29531,
61,28021,
62,30782,
63,44531,
64,29948,
65,32500,
66,28802,
67,28230,
68,44427,
69,29219,
70,43177,
71,29375,
72,33282,
73,28958,
74,28489,
75,44010,
76,29062,
77,42760,
78,29480,
79,32343,
80,28698,
81,28698,
82,32865,
83,31927,
84,29531,
85,28802,
86,29636,
87,28490,
88,42917,
89,30469,
90,43021,
91,29479,
92,32448,
93,28750,
94,28750,
95,28594,
96,28698,
97,43125,
98,29166,
99,42657,
100,29635,
101,28385,
102,28646,
103,28803,
104,40573,
105,43125,
106,29011,
107,28438,
108,43125,
109,29219,
110,42813,
111,29843,
112,32343,
113,29218,
114,28750,
115,28281,
116,28854,
117,44114,
118,29010,
119,42864,
120,29063,
121,29219,
122,28802,
123,28645,
124,28750,
125,49062,
126,43333,
127,30000,
128,43958,
129,29167,
130,29166,
131,28646,
132,28802,
133,28386,
134,29427,
135,42761,
136,29167,
137,32187,
138,28437,
139,29583,
140,28854,
141,28698,
142,32552,
143,28698,
144,28437,
145,28282,
146,28489,
147,45000,
148,29271,
149,44219,
150,29323,
151,32239,
152,28542,
153,28854,
154,28593,
155,29896,
156,42916,
157,29480,
158,42656,
159,29010,
160,28386,
161,28907,
162,28854,
163,28698,
164,29583,
165,43229,
166,29427,
167,60781,
168,29531,
169,29740,
170,28907,
171,30261,
172,44948,
173,29948,
174,43282,
175,29896,
176,28854,
177,28489,
178,29219,
179,46198,
180,29375,
181,42656,
182,29688,
183,33229,
184,29010,
185,29062,
186,28698,
187,30937,
188,43229,
189,42812,
190,29218,
191,42760,
192,42864,
193,29583,
194,32605,
195,28541,
196,29063,
197,28594,
198,29480,
199,42865,
200,29532,
201,42709,
202,29271,
203,28594,
204,28490,
205,28802,
206,43281,
207,29323,
208,42552,
209,29010,
210,32604,
211,29323,
212,29375,
213,28489,
214,29166,
215,42813,
216,29323,
217,44011,
218,29479,
219,32396,
220,28802,
221,43021,
222,29062,
223,42657,
224,29375,
225,42656,
226,29480,
227,28697,
228,29583,
229,29219,
230,28802,
231,29062,
232,42916,
233,29635,
234,42552,
235,29375,
236,28698,
237,28594,
238,29115,
239,43073,
240,29739,
241,42917,
242,29480,
243,32292,
244,28802,
245,29010,
246,28698,
247,28958,
248,43125,
249,30104,
250,43594,
251,29479,
252,32344,
253,28802,
254,29166,
255,28542,
256,28490,
257,43177,
258,29687,
259,43125,
260,29010,
261,29271,
262,28697,
263,29115,
264,45312,
265,29584,
266,42604,
267,28958,
268,32656,
269,28855,
270,29063,
271,28541,
272,29895,
273,43594,
274,42708,
275,29115,
276,42657,
277,42448,
278,29636,
279,32188,
280,28906,
281,29010,
282,29010,
283,28906,
284,43021,
285,29740,
286,42605,
287,29271,
288,28750,
289,28698,
290,28698,
291,45521,
292,29322,
293,42761,
294,29375,
295,29375,
296,28959,
297,29063,
298,28646,
299,28854,
300,43073,
301,29427,
302,43594,
303,28437,
304,28542,
305,28698,
306,44167,
307,28802,
308,42656,
309,29636,
310,42657,
311,29219,
312,33281,
313,28959,
314,29166,
315,28750,
316,29010,
317,43541,
318,29583,
319,43073,
320,30364,
321,32552,
322,28593,
323,28958,
324,28542,
325,29010,
326,43281,
327,29375,
328,43698,
329,29062,
330,32656,
331,28750,
332,28959,
333,29479,
334,28229,
335,43281,
336,29479,
337,44844,
338,29531,
339,29427,
340,28750,
341,29323,
342,31250,
343,34636,
344,28437,
345,28906,
346,28438,
347,28907,
348,43281,
349,29427,
350,30260,
351,28750,
352,29167,
353,28541,
354,29687,
355,43386,
356,29583,
357,42708,
358,29218,
359,28490,
360,43438,
361,43073,
362,29583,
363,32656,
364,28646,
365,28750,
366,28750,
367,29531,
368,43178,
369,42708,
370,29167,
371,42552,
372,43907,
373,29323,
374,32396,
375,28750,
376,29062,
377,28594,
378,29740,
379,42656,
380,30521,
381,43021,
382,29687,
383,43802,
384,29115,
385,42760,
386,29792,
387,32761,
388,28750,
389,29166,
390,29740,
391,41719,
392,29479,
393,43489,
394,30625,
395,28854,
396,28803,
397,29844,
398,28750,
399,29427,
400,44271,
401,29427,
402,43073,
403,29219,
404,28438,
405,28490,
406,29167,
407,29063,
408,29480,
409,43021,
410,29323,
411,42917,
412,29115,
413,28541,
414,28594,
415,28802,
416,32292,
417,28490,
418,43177,
419,30156,
420,32188,
421,28490,
422,29219,
423,28593,
424,28698,
425,43125,
426,29167,
427,43855,
428,29428,
429,28803,
430,28542,
431,29219,
432,31198,
433,28646,
434,42760,
435,29323,
436,32552,
437,28594,
438,28750,
439,28802,
440,29375,
441,43281,
442,29323,
443,28490,
444,45261,
445,29427,
446,28802,
447,43646,
448,29687,
449,42605,
450,32136,
451,32865,
452,28802,
453,29062,
454,28646,
455,29011,
456,43125,
457,29322,
458,42761,
459,29219,
460,28438,
461,28541,
462,29323,
463,42969,
464,29323,
465,42500,
466,29375,
467,32813,
468,28646,
469,28854,
470,28594,
471,28802,
472,44166,
473,29687,
474,42760,
475,29271,
476,42969,
477,29010,
478,28646,
479,28958,
480,42709,
481,29166,
482,42812,
483,29166,
484,32657,
485,28645,
486,29115,
487,28802,
488,29010,
489,42865,
490,29011,
491,42865,
492,29427,
493,32448,
494,28646,
495,29011,
496,28594,
497,28959,
498,43177,
499,29219,
500,42657,
501,29323,
502,28697,
503,29323,
504,28802,
505,29635,
506,43073,
507,43594,
508,29896,
509,42813,
510,29479,
511,28646,
512,28698,
513,29427,
514,42083,
515,29895,
516,43645,
517,29739,
518,32344,
519,28437,
520,29479,
521,28542,
522,28906,
523,43073,
524,29167,
525,43073,
526,29270,
527,45677,
528,29114,
529,28750,
530,32604,
531,28542,
532,28333,
533,29323,
534,44844,
535,29323,
536,43489,
537,29843,
538,28489,
539,29739,
540,29115,
541,28698,
542,29688,
543,42968,
544,29531,
545,42917,
546,29792,
547,28438,
548,28906,
549,29323,
550,28854,
551,29428,
552,42969,
553,29636,
554,43386,
555,29323,
556,28959,
557,28542,
558,28854,
559,33594,
560,28750,
561,29166,
562,28489,
563,28750,
564,43541,
565,29010,
566,42760,
567,31407,
568,32343,
569,28437,
570,28959,
571,28437,
572,29792,
573,43125,
574,29531,
575,42969,
576,29010,
577,28750,
578,28698,
579,28907,
580,28230,
581,29010,
582,29219,
583,28907,
584,28802,
585,29063,
586,43281,
587,29531,
588,43282,
589,29115,
590,32292,
591,29428,
592,28802,
593,29584,
594,28854,
595,43125,
596,29791,
597,42760,
598,29896,
599,32552,
600,29063,
601,28854,
602,28854,
603,28906,
604,44166,
605,29583,
606,42969,
607,29218,
608,34948,
609,29010,
610,29063,
611,29271,
612,43750,
613,29531,
614,28854,
615,44115,
616,29740,
617,42812,
618,29427,
619,34167,
620,28594,
621,29063,
622,28489,
623,29218,
624,43021,
625,29271,
626,44271,
627,29271,
628,28906,
629,28594,
630,28593,
631,28593,
632,38906,
633,42969,
634,29687,
635,42552,
636,29427,
637,29635,
638,28906,
639,29062,
640,30052,
641,29219,
642,42761,
643,29114,
644,31458,
645,32552,
646,28802,
647,28906,
648,29271,
649,27916,
650,43490,
651,29791,
652,43073,
653,29427,
654,28437,
655,28802,
656,29010,
657,28958,
658,29010,
659,43698,
660,29219,
661,44219,
662,29062,
663,28802,
664,28802,
665,29114,
666,45886,
667,29479,
668,28802,
669,29167,
670,29531,
671,29740,
672,43438,
673,29791,
674,57188,
675,29584,
676,29062,
677,29063,
678,29062,
679,28386,
680,28854,
681,43594,
682,29635,
683,42864,
684,29062,
685,28698,
686,28750,
687,28750,
688,31614,
689,28594,
690,42917,
691,29428,
692,33125,
693,29219,
694,28959,
695,29479,
696,43229,
697,29323,
698,29062,
699,44011,
700,29584,
701,42916,
702,29792,
703,32708,
704,30209,
705,29011,
706,28698,
707,28959,
708,43177,
709,29375,
710,43125,
711,29010,
712,32500,
713,28594,
714,32083,
715,28750,
716,42240,
