,n_secs_delay,
0,0,
1,-1,
2,70416,
3,35260,
4,53333,
5,70521,
6,33854,
7,32813,
8,48906,
9,30365,
10,29792,
11,30105,
12,30781,
13,42240,
14,38282,
15,31303,
16,114792,
17,33125,
18,53802,
19,30885,
20,30573,
21,53803,
22,31250,
23,30781,
24,53281,
25,31823,
26,30261,
27,44375,
28,30833,
29,30729,
30,30625,
31,30990,
32,34427,
33,30312,
34,53646,
35,45000,
36,31666,
37,30729,
38,43802,
39,30833,
40,30312,
41,43958,
42,30521,
43,33542,
44,30469,
45,55105,
46,43438,
47,31250,
48,43385,
49,42604,
50,31875,
51,43542,
52,30313,
53,30521,
54,30677,
55,30677,
56,30677,
57,30313,
58,30521,
59,43854,
60,30782,
61,30990,
62,43542,
63,30833,
64,37031,
65,30521,
66,30469,
67,43334,
68,43542,
69,30677,
70,30625,
71,30365,
72,31302,
73,30781,
74,30364,
75,43854,
76,30677,
77,30781,
78,30209,
79,30000,
80,30260,
81,30364,
82,34375,
83,31458,
84,30260,
85,30469,
86,30417,
87,30208,
88,31146,
89,44375,
90,52864,
91,44114,
92,31042,
93,43802,
94,30938,
95,30730,
96,44427,
97,30625,
98,43385,
99,43230,
100,30208,
101,43854,
102,30625,
103,31146,
104,35260,
105,30521,
106,30312,
107,30885,
108,30834,
109,43802,
110,30833,
111,30521,
112,39115,
113,30365,
114,30208,
115,30313,
116,30313,
117,30468,
118,43854,
119,34427,
120,30990,
121,30469,
122,30886,
123,30833,
124,30260,
125,44010,
126,30938,
127,33178,
128,42761,
129,30625,
130,30885,
131,43385,
132,32969,
133,42605,
134,30625,
135,30052,
136,42552,
137,30365,
138,30834,
139,43073,
140,30417,
141,30000,
142,30625,
143,29844,
144,42604,
145,42656,
146,30886,
147,44375,
148,36458,
149,32708,
150,30625,
151,29948,
152,30729,
153,30052,
154,30313,
155,29896,
156,30468,
157,29531,
158,42865,
159,30521,
160,29843,
161,31250,
162,43125,
163,30521,
164,30104,
165,42604,
166,30104,
167,30782,
168,30208,
169,30364,
170,29687,
171,30209,
172,42916,
173,31614,
174,29740,
175,42812,
176,31303,
177,30156,
178,42396,
179,30520,
180,29479,
181,29687,
182,30208,
183,29531,
184,43177,
185,29740,
186,57916,
187,33542,
188,30312,
189,30417,
190,44375,
191,31406,
192,42656,
193,30052,
194,34167,
195,32500,
196,30573,
197,43229,
198,30833,
199,29740,
200,43333,
201,30209,
202,43333,
203,31093,
204,30209,
205,43593,
206,43438,
207,34896,
208,30156,
209,30156,
210,33802,
211,31250,
212,29688,
213,30208,
214,29532,
215,42865,
216,30469,
217,42657,
218,30260,
219,30312,
220,42500,
221,30729,
222,30677,
223,43334,
224,48750,
225,43229,
226,30573,
227,29844,
228,30521,
229,32969,
230,30625,
231,29896,
232,42656,
233,30469,
234,34375,
235,29895,
236,30156,
237,30312,
238,30208,
239,29948,
240,43333,
241,30364,
242,30105,
243,42395,
244,30625,
245,30209,
246,42813,
247,30260,
248,42656,
249,30573,
250,30000,
251,42760,
252,30261,
253,42708,
254,33021,
255,30260,
256,30416,
257,30416,
258,29583,
259,30417,
260,43073,
261,34792,
262,29792,
263,30364,
264,29739,
265,29948,
266,32240,
267,42761,
268,30573,
269,30365,
270,42605,
271,30573,
272,30365,
273,42448,
274,30365,
275,29792,
276,30729,
277,29792,
278,42500,
279,43698,
280,30781,
281,30000,
282,42969,
283,30677,
284,42916,
285,30469,
286,34479,
287,42656,
288,30469,
289,30313,
290,30729,
291,29479,
292,42552,
293,30625,
294,29843,
295,30729,
296,32396,
297,42864,
298,30469,
299,34166,
300,29688,
301,29948,
302,30364,
303,30052,
304,32500,
305,42604,
306,30261,
307,30312,
308,42240,
309,30521,
310,30469,
311,42604,
312,32969,
313,30208,
314,30260,
315,30208,
316,46458,
317,31667,
318,29948,
319,43750,
320,30416,
321,30573,
322,30208,
323,29792,
324,42292,
325,43594,
326,31667,
327,30781,
328,30312,
329,42135,
330,31094,
331,32865,
332,42552,
333,30469,
334,30521,
335,42344,
336,30781,
337,30104,
338,30052,
339,30417,
340,29636,
341,43334,
342,32969,
343,42500,
344,42760,
345,30313,
346,29844,
347,30364,
348,29584,
349,29791,
350,30104,
351,30625,
352,30365,
353,52396,
354,46979,
355,32916,
356,31615,
357,34896,
358,31614,
359,31041,
360,32968,
361,30938,
362,32344,
363,46354,
364,32239,
365,34792,
366,38281,
367,31303,
368,46302,
369,31406,
370,29479,
371,43907,
372,30416,
373,43854,
374,30000,
375,30364,
376,44062,
377,29895,
378,29375,
379,29167,
380,29896,
381,29844,
382,43229,
383,30833,
384,29427,
385,43542,
386,29896,
387,29166,
388,43385,
389,47135,
390,29740,
391,44062,
392,30052,
393,28906,
394,29792,
395,29271,
396,32917,
397,29896,
398,43073,
399,30261,
400,29219,
401,28854,
402,29896,
403,29635,
404,28854,
405,30000,
406,30677,
407,43385,
408,29480,
409,43073,
410,44792,
411,30000,
412,43542,
413,29584,
414,31823,
415,43698,
416,29740,
417,29896,
418,43125,
419,30000,
420,43177,
421,33281,
422,30000,
423,43594,
424,31042,
425,29792,
426,29271,
427,29114,
428,28593,
429,43386,
430,30416,
431,28854,
432,46875,
433,46979,
434,31615,
435,31770,
436,47291,
437,32500,
438,33438,
439,31927,
440,31615,
441,46197,
442,31719,
443,31823,
444,46354,
445,31771,
446,40521,
447,31302,
448,43490,
449,34219,
450,29844,
451,30781,
452,29740,
453,30573,
454,30572,
455,43178,
456,43542,
457,42239,
458,30208,
459,42552,
460,30521,
461,33750,
462,29792,
463,29636,
464,30729,
465,30000,
466,29948,
467,29948,
468,43594,
469,32969,
470,42969,
471,42396,
472,30938,
473,29948,
474,33854,
475,29792,
476,30417,
477,29791,
478,30156,
479,33646,
480,33125,
481,43385,
482,30625,
483,32500,
484,30156,
485,29844,
486,42396,
487,31771,
488,30833,
489,42656,
490,42760,
491,42187,
492,30260,
493,30156,
494,29895,
495,30521,
496,29740,
497,29844,
498,30052,
499,42865,
500,30416,
501,34010,
502,43385,
503,30885,
504,41980,
505,30885,
506,29739,
507,42604,
508,30729,
509,29531,
510,29948,
511,29323,
512,42240,
513,42656,
514,43385,
515,30104,
516,30208,
517,30104,
518,30000,
519,29635,
520,46198,
521,30833,
522,42604,
523,30416,
524,42500,
525,30156,
526,32813,
527,42500,
528,42188,
529,31302,
530,29895,
531,34375,
532,30365,
533,44062,
534,33386,
535,42969,
536,42083,
537,37500,
538,29843,
539,30989,
540,30625,
541,30469,
542,33177,
543,29844,
544,43958,
545,30417,
546,29688,
547,42396,
548,30573,
549,36562,
550,29791,
551,29687,
552,42656,
553,30312,
554,42136,
555,30104,
556,42708,
557,30260,
558,30104,
559,42500,
560,30781,
561,42136,
562,30417,
563,29740,
564,30156,
565,33281,
566,30208,
567,30052,
568,42604,
569,30000,
570,42396,
571,30573,
572,33750,
573,64636,
574,30469,
575,30365,
576,44896,
577,29479,
578,30208,
579,29427,
580,31458,
581,30209,
582,30260,
583,43750,
584,29375,
585,29219,
586,43386,
587,29740,
588,42344,
589,29427,
590,42500,
591,33386,
592,28698,
593,28541,
594,33750,
595,29115,
596,43125,
597,42864,
598,29323,
599,29063,
600,38385,
601,43438,
602,42448,
603,30417,
604,42605,
605,42188,
606,33959,
607,44166,
608,30521,
609,30573,
610,30313,
611,29583,
612,32657,
613,33802,
614,30417,
615,43073,
616,30417,
617,42761,
618,30468,
619,42448,
620,30156,
621,30469,
622,42760,
623,30677,
624,30000,
625,42917,
626,29948,
627,42396,
628,42292,
629,30990,
630,30104,
631,30105,
632,29792,
633,30208,
634,29948,
635,29948,
636,29375,
637,29844,
638,42812,
639,30678,
640,32760,
641,30364,
642,29843,
643,42761,
644,30469,
645,29739,
646,42864,
647,42291,
648,30782,
649,32343,
650,42656,
651,42760,
652,33854,
653,30104,
654,30209,
655,42500,
656,30729,
657,44114,
658,30625,
659,29948,
660,42552,
661,30052,
662,42292,
663,30261,
664,30364,
665,42865,
666,30729,
667,43698,
668,29948,
669,30052,
670,32447,
671,30364,
672,29948,
673,30260,
674,42500,
675,30989,
676,29636,
677,29948,
678,30417,
679,30573,
680,43645,
681,35000,
682,36459,
683,31666,
684,44323,
685,30729,
686,33073,
687,43854,
688,31510,
689,31666,
690,44010,
691,30520,
692,46927,
693,32343,
694,31614,
695,31510,
696,32343,
697,31875,
698,31666,
699,31511,
700,48177,
701,31823,
702,32031,
703,46042,
704,32032,
705,28593,
706,46927,
707,32292,
708,44844,
709,46198,
710,31771,
711,34688,
712,31771,
713,31614,
714,45833,
715,31771,
716,31666,
