,n_secs_delay,
0,0,
1,-1,
2,86615,
3,37344,
4,33282,
5,40938,
6,32813,
7,34740,
8,51250,
9,34063,
10,35313,
11,35000,
12,34062,
13,50417,
14,34896,
15,57969,
16,40052,
17,35469,
18,46042,
19,34792,
20,35000,
21,38177,
22,32656,
23,37917,
24,31771,
25,34896,
26,32709,
27,34427,
28,52552,
29,29323,
30,31823,
31,31198,
32,30417,
33,29688,
34,45938,
35,34479,
36,30989,
37,32239,
38,30781,
39,30417,
40,31406,
41,29739,
42,37656,
43,29895,
44,30677,
45,30156,
46,45417,
47,35834,
48,29896,
49,32812,
50,30313,
51,29636,
52,31250,
53,31511,
54,33750,
55,29844,
56,29427,
57,30260,
58,30833,
59,30625,
60,30625,
61,45625,
62,31354,
63,31979,
64,30989,
65,31771,
66,30260,
67,45677,
68,30729,
69,31771,
70,32031,
71,30104,
72,34114,
73,29792,
74,30312,
75,31094,
76,29635,
77,29844,
78,46406,
79,29688,
80,30886,
81,31250,
82,45834,
83,30677,
84,34636,
85,30886,
86,32500,
87,30365,
88,29688,
89,32448,
90,31407,
91,45104,
92,30521,
93,29948,
94,32239,
95,33437,
96,34167,
97,31406,
98,31510,
99,30469,
100,29792,
101,45625,
102,29375,
103,32396,
104,30937,
105,45833,
106,31666,
107,30469,
108,30989,
109,61666,
110,35989,
111,34948,
112,48854,
113,33385,
114,35156,
115,32656,
116,33073,
117,48489,
118,33698,
119,35000,
120,33542,
121,33906,
122,36667,
123,33073,
124,61823,
125,31146,
126,46094,
127,28490,
128,31823,
129,34375,
130,30260,
131,30053,
132,29896,
133,30468,
134,29948,
135,29687,
136,34427,
137,29895,
138,47188,
139,35209,
140,29896,
141,31875,
142,31042,
143,29792,
144,31719,
145,29740,
146,29792,
147,48802,
148,29948,
149,29843,
150,45625,
151,35104,
152,32031,
153,31979,
154,30677,
155,30573,
156,30312,
157,29636,
158,29531,
159,29531,
160,31198,
161,30052,
162,29688,
163,34010,
164,29375,
165,45312,
166,31510,
167,30312,
168,33698,
169,30156,
170,31562,
171,32136,
172,30105,
173,29895,
174,30312,
175,46458,
176,30677,
177,31875,
178,32500,
179,31198,
180,52813,
181,33697,
182,33229,
183,32708,
184,32135,
185,48906,
186,34479,
187,33125,
188,33594,
189,47969,
190,33125,
191,32344,
192,32761,
193,35208,
194,33437,
195,50104,
196,50313,
197,35729,
198,30417,
199,32292,
200,30625,
201,30053,
202,30989,
203,30104,
204,29687,
205,30260,
206,29792,
207,29635,
208,46146,
209,35937,
210,31979,
211,31562,
212,32240,
213,45938,
214,31718,
215,30416,
216,30938,
217,30521,
218,30156,
219,31875,
220,44635,
221,31302,
222,31614,
223,30781,
224,30156,
225,45834,
226,28438,
227,32188,
228,30469,
229,46667,
230,30468,
231,30468,
232,34740,
233,30677,
234,30729,
235,31719,
236,45989,
237,30937,
238,30365,
239,32083,
240,30365,
241,30105,
242,29740,
243,30260,
244,29635,
245,29792,
246,31979,
247,31302,
248,31823,
249,33438,
250,29896,
251,32031,
252,30468,
253,29479,
254,29948,
255,29375,
256,46250,
257,32448,
258,32448,
259,35364,
260,30261,
261,45208,
262,30208,
263,50468,
264,32240,
265,36875,
266,36198,
267,32916,
268,30938,
269,30260,
270,30781,
271,30678,
272,29479,
273,46355,
274,34948,
275,30730,
276,31875,
277,30625,
278,30365,
279,30677,
280,29583,
281,30156,
282,30260,
283,34323,
284,30260,
285,30053,
286,30625,
287,30208,
288,30521,
289,45937,
290,34323,
291,30521,
292,46146,
293,30000,
294,29583,
295,34792,
296,29375,
297,43125,
298,31562,
299,30208,
300,30469,
301,30000,
302,30365,
303,30000,
304,47656,
305,32395,
306,30885,
307,44896,
308,31562,
309,29948,
310,32657,
311,30260,
312,30521,
313,30677,
314,30625,
315,29896,
316,30000,
317,29791,
318,46615,
319,30469,
320,31771,
321,41094,
322,30104,
323,34218,
324,27916,
325,35156,
326,31354,
327,29792,
328,45729,
329,31458,
330,31562,
331,30677,
332,30468,
333,45208,
334,30938,
335,36771,
336,30104,
337,30260,
338,30156,
339,29322,
340,32500,
341,30781,
342,45000,
343,30156,
344,29740,
345,32084,
346,30469,
347,31563,
348,31354,
349,30365,
350,33125,
351,29531,
352,30052,
353,30417,
354,30261,
355,45781,
356,31458,
357,31980,
358,31458,
359,30677,
360,45416,
361,30573,
362,31510,
363,31979,
364,30677,
365,44687,
366,31354,
367,29948,
368,32500,
369,31302,
370,31771,
371,30625,
372,30104,
373,33541,
374,29635,
375,45105,
376,34740,
377,30157,
378,43958,
379,31770,
380,30468,
381,29791,
382,30573,
383,29948,
384,30417,
385,45261,
386,34427,
387,30782,
388,31771,
389,30364,
390,30365,
391,33594,
392,52083,
393,30313,
394,30885,
395,30625,
396,31094,
397,45834,
398,32656,
399,30834,
400,44948,
401,30312,
402,29792,
403,32239,
404,30625,
405,43073,
406,39791,
407,58281,
408,32135,
409,30573,
410,32812,
411,30677,
412,30052,
413,30313,
414,30104,
415,29323,
416,29636,
417,45104,
418,30729,
419,31615,
420,30417,
421,30521,
422,44739,
423,30000,
424,31302,
425,45573,
426,30521,
427,31354,
428,29792,
429,30104,
430,45105,
431,30573,
432,31667,
433,30781,
434,29844,
435,29792,
436,30209,
437,33594,
438,29583,
439,29166,
440,29323,
441,31250,
442,29375,
443,44948,
444,31667,
445,29427,
446,31302,
447,30365,
448,29687,
449,40157,
450,38490,
451,51459,
452,46510,
453,31771,
454,32083,
455,30678,
456,31197,
457,32760,
458,29636,
459,30364,
460,44479,
461,29739,
462,30052,
463,30417,
464,30417,
465,30000,
466,45677,
467,32292,
468,30782,
469,45052,
470,30468,
471,30417,
472,32188,
473,30937,
474,30104,
475,31250,
476,29635,
477,29739,
478,45208,
479,31771,
480,31406,
481,45052,
482,30730,
483,30469,
484,31771,
485,30729,
486,30000,
487,31146,
488,30209,
489,45677,
490,32395,
491,31094,
492,45156,
493,30312,
494,29375,
495,34427,
496,29531,
497,29687,
498,32240,
499,30052,
500,30052,
501,31822,
502,45469,
503,31198,
504,31927,
505,32552,
506,32031,
507,46042,
508,30885,
509,30208,
510,35000,
511,30625,
512,30156,
513,30677,
514,30989,
515,30313,
516,45157,
517,32292,
518,31094,
519,44948,
520,32760,
521,28125,
522,46771,
523,30573,
524,30052,
525,30885,
526,29739,
527,30104,
528,31563,
529,45625,
530,32656,
531,32084,
532,30989,
533,30833,
534,45156,
535,30677,
536,30313,
537,31458,
538,30417,
539,30000,
540,29896,
541,30521,
542,29896,
543,45417,
544,32032,
545,31094,
546,44844,
547,52500,
548,35104,
549,31250,
550,31823,
551,31093,
552,30937,
553,33958,
554,29948,
555,30208,
556,29791,
557,31094,
558,30052,
559,29740,
560,31615,
561,46510,
562,30521,
563,30312,
564,30157,
565,29635,
566,30104,
567,30000,
568,31146,
569,30104,
570,29687,
571,33177,
572,30990,
573,45312,
574,30937,
575,29896,
576,32448,
577,30729,
578,30261,
579,30938,
580,29792,
581,29792,
582,30417,
583,45937,
584,31875,
585,30469,
586,29583,
587,30469,
588,31927,
589,30365,
590,31459,
591,29844,
592,29375,
593,33646,
594,29948,
595,30625,
596,30000,
597,30052,
598,45937,
599,30834,
600,30416,
601,30052,
602,29687,
603,32656,
604,30885,
605,45157,
606,31510,
607,30000,
608,32709,
609,30208,
610,30469,
611,45416,
612,30364,
613,33855,
614,29739,
615,30208,
616,34323,
617,29479,
618,32969,
619,34792,
620,30104,
621,45833,
622,30573,
623,29739,
624,29583,
625,29584,
626,32605,
627,31459,
628,45208,
629,31198,
630,30052,
631,33542,
632,29687,
633,29636,
634,30573,
635,29428,
636,29948,
637,30468,
638,29844,
639,29375,
640,31667,
641,34167,
642,30729,
643,45208,
644,30052,
645,32760,
646,34636,
647,29740,
648,30417,
649,30156,
650,29583,
651,29531,
652,29219,
653,30573,
654,29740,
655,45677,
656,34896,
657,29791,
658,31771,
659,30469,
660,29844,
661,34896,
662,30208,
663,30052,
664,30416,
665,29844,
666,29740,
667,45104,
668,31719,
669,30938,
670,30469,
671,33958,
672,29896,
673,30312,
674,29948,
675,29635,
676,32448,
677,30521,
678,33542,
679,30364,
680,29792,
681,33750,
682,30573,
683,29792,
684,31615,
685,30312,
686,30052,
687,46146,
688,30834,
689,32032,
690,30312,
691,30156,
692,46146,
693,30990,
694,30260,
695,30886,
696,31302,
697,29896,
698,30521,
699,32292,
700,29583,
701,29635,
702,32084,
703,31666,
704,30104,
705,29895,
706,43490,
707,45573,
708,35312,
709,33593,
710,31875,
711,33697,
712,36042,
713,30365,
714,46614,
715,29740,
716,32448,
