,n_secs_delay,
0,0,
1,-1,
2,100260,
3,33854,
4,33177,
5,36510,
6,29792,
7,46771,
8,30052,
9,31875,
10,32396,
11,48073,
12,31198,
13,48906,
14,49636,
15,32396,
16,38385,
17,34427,
18,33854,
19,32083,
20,39114,
21,31928,
22,34948,
23,32239,
24,32292,
25,59739,
26,32917,
27,30886,
28,46146,
29,30886,
30,30313,
31,30990,
32,30208,
33,29531,
34,30677,
35,30261,
36,30000,
37,31979,
38,45052,
39,31354,
40,31771,
41,31041,
42,31511,
43,45052,
44,30677,
45,60313,
46,31250,
47,31562,
48,29791,
49,45833,
50,32708,
51,30885,
52,30469,
53,30104,
54,30573,
55,30000,
56,29427,
57,45156,
58,31719,
59,31094,
60,45261,
61,44479,
62,32917,
63,46667,
64,30677,
65,30625,
66,30365,
67,29896,
68,31094,
69,31875,
70,31198,
71,45208,
72,47135,
73,31094,
74,31980,
75,30677,
76,30000,
77,29583,
78,30781,
79,29896,
80,29948,
81,46302,
82,30833,
83,31771,
84,30364,
85,29739,
86,45937,
87,30157,
88,31979,
89,30677,
90,30157,
91,29740,
92,30521,
93,30052,
94,29532,
95,31302,
96,44010,
97,32604,
98,53958,
99,32396,
100,31979,
101,38125,
102,32083,
103,32864,
104,32552,
105,31823,
106,32188,
107,53437,
108,37864,
109,61823,
110,31511,
111,34010,
112,30521,
113,30157,
114,46146,
115,32500,
116,46042,
117,32239,
118,32552,
119,31198,
120,45573,
121,30521,
122,27969,
123,30938,
124,31042,
125,30105,
126,45781,
127,32604,
128,34740,
129,45000,
130,30625,
131,30156,
132,32552,
133,30416,
134,29896,
135,30261,
136,30313,
137,29479,
138,45156,
139,31562,
140,31093,
141,44947,
142,31979,
143,45989,
144,32084,
145,30885,
146,30260,
147,45105,
148,30573,
149,29636,
150,30208,
151,30520,
152,29792,
153,32760,
154,45312,
155,30781,
156,31667,
157,30833,
158,29896,
159,46094,
160,30052,
161,29844,
162,30417,
163,29948,
164,29687,
165,33437,
166,45312,
167,30833,
168,31875,
169,45104,
170,32343,
171,44896,
172,30104,
173,30365,
174,31875,
175,30417,
176,45885,
177,35156,
178,30520,
179,31042,
180,45833,
181,32396,
182,32344,
183,31615,
184,32344,
185,46094,
186,36719,
187,31250,
188,39010,
189,45364,
190,36719,
191,31198,
192,45573,
193,38334,
194,32813,
195,34218,
196,32396,
197,45364,
198,32396,
199,38073,
200,45313,
201,32031,
202,36146,
203,32604,
204,32343,
205,39219,
206,34583,
207,45521,
208,39479,
209,35833,
210,45729,
211,32344,
212,32031,
213,38542,
214,32032,
215,32604,
216,31614,
217,31719,
218,34948,
219,31875,
220,34115,
221,31667,
222,31198,
223,46094,
224,35468,
225,31667,
226,31250,
227,33750,
228,32188,
229,33906,
230,39219,
231,46094,
232,32605,
233,38542,
234,35417,
235,31458,
236,45417,
237,36250,
238,31927,
239,37500,
240,32604,
241,31146,
242,45781,
243,35833,
244,31823,
245,31146,
246,34583,
247,31511,
248,31562,
249,37865,
250,45261,
251,32552,
252,38073,
253,32916,
254,34792,
255,45521,
256,34531,
257,38229,
258,35833,
259,32240,
260,45260,
261,32344,
262,31823,
263,38229,
264,32031,
265,32709,
266,45625,
267,34636,
268,34895,
269,31459,
270,34323,
271,31771,
272,31459,
273,38437,
274,53906,
275,31823,
276,31667,
277,31146,
278,47031,
279,48959,
280,32916,
281,32760,
282,34740,
283,33020,
284,32708,
285,34219,
286,33177,
287,32447,
288,50000,
289,33750,
290,32865,
291,34791,
292,55886,
293,61771,
294,34687,
295,35313,
296,33958,
297,34323,
298,32084,
299,33698,
300,31666,
301,62500,
302,32135,
303,38542,
304,35834,
305,31771,
306,48646,
307,32708,
308,31510,
309,38646,
310,32292,
311,31458,
312,31979,
313,31667,
314,31042,
315,35833,
316,31406,
317,45938,
318,31875,
319,34427,
320,31667,
321,34063,
322,37500,
323,45417,
324,31979,
325,37708,
326,32448,
327,31615,
328,46042,
329,31979,
330,40156,
331,47917,
332,32239,
333,37552,
334,32136,
335,31667,
336,45730,
337,32084,
338,31823,
339,33854,
340,31823,
341,34791,
342,32761,
343,33958,
344,31615,
345,30781,
346,38177,
347,32083,
348,31875,
349,33021,
350,31771,
351,45937,
352,31979,
353,38281,
354,45208,
355,32448,
356,31510,
357,34427,
358,33906,
359,38489,
360,32188,
361,32031,
362,32083,
363,31875,
364,45521,
365,38073,
366,34895,
367,32188,
368,33750,
369,31614,
370,46146,
371,32448,
372,39115,
373,45261,
374,32291,
375,31510,
376,31563,
377,31198,
378,41666,
379,35469,
380,33073,
381,32760,
382,48854,
383,32395,
384,32240,
385,48959,
386,32552,
387,32136,
388,32240,
389,32813,
390,32657,
391,35000,
392,55677,
393,62187,
394,32656,
395,35105,
396,31927,
397,34323,
398,31614,
399,32656,
400,30729,
401,30625,
402,29323,
403,29479,
404,29322,
405,29896,
406,30000,
407,45260,
408,34219,
409,30052,
410,32188,
411,29427,
412,28750,
413,29479,
414,29115,
415,31510,
416,30573,
417,29636,
418,29635,
419,30729,
420,43333,
421,33854,
422,31614,
423,45104,
424,32343,
425,31510,
426,30834,
427,29271,
428,45209,
429,29687,
430,29479,
431,29792,
432,29531,
433,29010,
434,30104,
435,29688,
436,31823,
437,30677,
438,46250,
439,30521,
440,29792,
441,29219,
442,30105,
443,33698,
444,29114,
445,30729,
446,44219,
447,30833,
448,31041,
449,30156,
450,30782,
451,44584,
452,29687,
453,48281,
454,29635,
455,30209,
456,29115,
457,31302,
458,45104,
459,30416,
460,30833,
461,31823,
462,29218,
463,44948,
464,33333,
465,30209,
466,30156,
467,29635,
468,29010,
469,29739,
470,29531,
471,29636,
472,31146,
473,44114,
474,30520,
475,31146,
476,29948,
477,30156,
478,38750,
479,36250,
480,50625,
481,52865,
482,32292,
483,53125,
484,36354,
485,31303,
486,31927,
487,31563,
488,31875,
489,38177,
490,32187,
491,98906,
492,34270,
493,31459,
494,53281,
495,32084,
496,32083,
497,31875,
498,31562,
499,35104,
500,31979,
501,34062,
502,31563,
503,31770,
504,38177,
505,59114,
506,31042,
507,34011,
508,30000,
509,31302,
510,29427,
511,30000,
512,45990,
513,30469,
514,32136,
515,30417,
516,29740,
517,45833,
518,30156,
519,34688,
520,30469,
521,29739,
522,29636,
523,30104,
524,29532,
525,29636,
526,32083,
527,45000,
528,30937,
529,32135,
530,30364,
531,31406,
532,45105,
533,30260,
534,30261,
535,29427,
536,30937,
537,29584,
538,29688,
539,32552,
540,30521,
541,45157,
542,30625,
543,29635,
544,32657,
545,30990,
546,45260,
547,32187,
548,30885,
549,45053,
550,31771,
551,45625,
552,31927,
553,31042,
554,30781,
555,43125,
556,31563,
557,30781,
558,30157,
559,30469,
560,29948,
561,30313,
562,30729,
563,29844,
564,29531,
565,32135,
566,33906,
567,30677,
568,45209,
569,30782,
570,30677,
571,33281,
572,29740,
573,29532,
574,29531,
575,30990,
576,30104,
577,29948,
578,30989,
579,29531,
580,31719,
581,34844,
582,29427,
583,45521,
584,28646,
585,31407,
586,45625,
587,30469,
588,32135,
589,30730,
590,30833,
591,33541,
592,29948,
593,30469,
594,30000,
595,29739,
596,29480,
597,29062,
598,30417,
599,29583,
600,45468,
601,34583,
602,29687,
603,32813,
604,31198,
605,30052,
606,33333,
607,30677,
608,30365,
609,45313,
610,30521,
611,33437,
612,29427,
613,30833,
614,29480,
615,30052,
616,32292,
617,30989,
618,44896,
619,30416,
620,45677,
621,58803,
622,45990,
623,31094,
624,30781,
625,31979,
626,30834,
627,29896,
628,46823,
629,31354,
630,27395,
631,31094,
632,31198,
633,29844,
634,45677,
635,32708,
636,30469,
637,30261,
638,30209,
639,46615,
640,30365,
641,32448,
642,30625,
643,29636,
644,45677,
645,27968,
646,32657,
647,31146,
648,29792,
649,32865,
650,29948,
651,29583,
652,30313,
653,30104,
654,43594,
655,46197,
656,30208,
657,29844,
658,30677,
659,32395,
660,30573,
661,45052,
662,30573,
663,30521,
664,33125,
665,29948,
666,32031,
667,33906,
668,29531,
669,33438,
670,30313,
671,29583,
672,29687,
673,29792,
674,29792,
675,31407,
676,30208,
677,29792,
678,30261,
679,45625,
680,30104,
681,30521,
682,29479,
683,32604,
684,30781,
685,30468,
686,46458,
687,30468,
688,29948,
689,30677,
690,29791,
691,29688,
692,31354,
693,44739,
694,30730,
695,31458,
696,32292,
697,30833,
698,45416,
699,30469,
700,29688,
701,29427,
702,30990,
703,29688,
704,29844,
705,32448,
706,30416,
707,44844,
708,29896,
709,30208,
710,32344,
711,30312,
712,30156,
713,46093,
714,30677,
715,29583,
716,29948,
