,n_secs_delay,
0,0,
1,-1,
2,69791,
3,31198,
4,56563,
5,46250,
6,35208,
7,74531,
8,46875,
9,33021,
10,30573,
11,49843,
12,45364,
13,31510,
14,30417,
15,31198,
16,29948,
17,30260,
18,45625,
19,32084,
20,31094,
21,30573,
22,30833,
23,30156,
24,30521,
25,29687,
26,45729,
27,45781,
28,30886,
29,45417,
30,30364,
31,30104,
32,47760,
33,30416,
34,30052,
35,30625,
36,30052,
37,32240,
38,30625,
39,30104,
40,30000,
41,46041,
42,47135,
43,31459,
44,44948,
45,30208,
46,30469,
47,31354,
48,30313,
49,29218,
50,29896,
51,30052,
52,30209,
53,45208,
54,45833,
55,30678,
56,44635,
57,32084,
58,29844,
59,46146,
60,30208,
61,30209,
62,30625,
63,30260,
64,29636,
65,30469,
66,31458,
67,30313,
68,45261,
69,45105,
70,31770,
71,45416,
72,30469,
73,30052,
74,30781,
75,46042,
76,50573,
77,33229,
78,49584,
79,32500,
80,39063,
81,46302,
82,32708,
83,38542,
84,32396,
85,32083,
86,46198,
87,59739,
88,31823,
89,33490,
90,30573,
91,30052,
92,46354,
93,30260,
94,31563,
95,31042,
96,30209,
97,46042,
98,30938,
99,33646,
100,30104,
101,29583,
102,29739,
103,27187,
104,32864,
105,31250,
106,46146,
107,30625,
108,31250,
109,31667,
110,30938,
111,35677,
112,29531,
113,30625,
114,33750,
115,29636,
116,46250,
117,34531,
118,29687,
119,30000,
120,29844,
121,29583,
122,29688,
123,30521,
124,42917,
125,46146,
126,32031,
127,30469,
128,31927,
129,30156,
130,30417,
131,30000,
132,29844,
133,45885,
134,30052,
135,29843,
136,32396,
137,30677,
138,46614,
139,35990,
140,35000,
141,34219,
142,33021,
143,34167,
144,34010,
145,34687,
146,32396,
147,47187,
148,32240,
149,37917,
150,45417,
151,32240,
152,37917,
153,32604,
154,32292,
155,45833,
156,32344,
157,37708,
158,45782,
159,34531,
160,37968,
161,32500,
162,31667,
163,46042,
164,31875,
165,31875,
166,35104,
167,32083,
168,37187,
169,39114,
170,31459,
171,35260,
172,31354,
173,31458,
174,31511,
175,31719,
176,31146,
177,32031,
178,35573,
179,31719,
180,45261,
181,38489,
182,35000,
183,44948,
184,57396,
185,32552,
186,38281,
187,31875,
188,32396,
189,31094,
190,31458,
191,48021,
192,38646,
193,32187,
194,45625,
195,34584,
196,34479,
197,31719,
198,31563,
199,37605,
200,45209,
201,45625,
202,31979,
203,33958,
204,31458,
205,51927,
206,32239,
207,51614,
208,38437,
209,32135,
210,37760,
211,33750,
212,34219,
213,36250,
214,31510,
215,31719,
216,34062,
217,32292,
218,31927,
219,32239,
220,45729,
221,33229,
222,37761,
223,45364,
224,32969,
225,31875,
226,31302,
227,32240,
228,45678,
229,32969,
230,33125,
231,49479,
232,33073,
233,35000,
234,32812,
235,32552,
236,48333,
237,32605,
238,34740,
239,33177,
240,32812,
241,32552,
242,40937,
243,31406,
244,30053,
245,45989,
246,31927,
247,32188,
248,45573,
249,30625,
250,30625,
251,31875,
252,30573,
253,29792,
254,30782,
255,30365,
256,46145,
257,32240,
258,29896,
259,34271,
260,30052,
261,29479,
262,32084,
263,29948,
264,30000,
265,30573,
266,29896,
267,29792,
268,30885,
269,29792,
270,32552,
271,30521,
272,29687,
273,30365,
274,29635,
275,29427,
276,45000,
277,31771,
278,31718,
279,45000,
280,30469,
281,30521,
282,31458,
283,30782,
284,30052,
285,29583,
286,30625,
287,29688,
288,79688,
289,53125,
290,31823,
291,31875,
292,30885,
293,29740,
294,46302,
295,30469,
296,30312,
297,34063,
298,32864,
299,29583,
300,31302,
301,29740,
302,29270,
303,44635,
304,32083,
305,31718,
306,44792,
307,30469,
308,30677,
309,31875,
310,30781,
311,29895,
312,31979,
313,30521,
314,29688,
315,45052,
316,37135,
317,32969,
318,31042,
319,45104,
320,45521,
321,30729,
322,30052,
323,30781,
324,31667,
325,31042,
326,34271,
327,29844,
328,31458,
329,29687,
330,29792,
331,45886,
332,30364,
333,31927,
334,31041,
335,30469,
336,46041,
337,30729,
338,29479,
339,30208,
340,30573,
341,30782,
342,30990,
343,31563,
344,30937,
345,45260,
346,31406,
347,30313,
348,31927,
349,30938,
350,30886,
351,45157,
352,30416,
353,29792,
354,31770,
355,30781,
356,29739,
357,45312,
358,32187,
359,31718,
360,45833,
361,30468,
362,30312,
363,32344,
364,30521,
365,30156,
366,31510,
367,27916,
368,31458,
369,45469,
370,31980,
371,51459,
372,45782,
373,30729,
374,30417,
375,32083,
376,30833,
377,30730,
378,46666,
379,30521,
380,32448,
381,35052,
382,30417,
383,34011,
384,29844,
385,29687,
386,30365,
387,29843,
388,30678,
389,30885,
390,29948,
391,29791,
392,30469,
393,29896,
394,46146,
395,30834,
396,30312,
397,30417,
398,46094,
399,30052,
400,44427,
401,51354,
402,31250,
403,31875,
404,44948,
405,32761,
406,44844,
407,30833,
408,30938,
409,31771,
410,30573,
411,29896,
412,31198,
413,30834,
414,29427,
415,44948,
416,32344,
417,30938,
418,45261,
419,30260,
420,29948,
421,32500,
422,30729,
423,30000,
424,31458,
425,29688,
426,29635,
427,45000,
428,31562,
429,31823,
430,44844,
431,44532,
432,32709,
433,34583,
434,29947,
435,30573,
436,33958,
437,30000,
438,30625,
439,30521,
440,30573,
441,30521,
442,29843,
443,45521,
444,30989,
445,31562,
446,29844,
447,30625,
448,31927,
449,31302,
450,33646,
451,29635,
452,30521,
453,29843,
454,30052,
455,43437,
456,30625,
457,45521,
458,30260,
459,33489,
460,45521,
461,31146,
462,30260,
463,32448,
464,30729,
465,31145,
466,30052,
467,30052,
468,29531,
469,45052,
470,32083,
471,32031,
472,45313,
473,30729,
474,30781,
475,31927,
476,30729,
477,30104,
478,30417,
479,30834,
480,29792,
481,64739,
482,32760,
483,31771,
484,45000,
485,30521,
486,29843,
487,32553,
488,30781,
489,29896,
490,34010,
491,29844,
492,29532,
493,36771,
494,30364,
495,30625,
496,45156,
497,32864,
498,31146,
499,32240,
500,30781,
501,30938,
502,33802,
503,30520,
504,45261,
505,30937,
506,30885,
507,29896,
508,30572,
509,31563,
510,31145,
511,43021,
512,35260,
513,50885,
514,32083,
515,44531,
516,34739,
517,30312,
518,33594,
519,30208,
520,30157,
521,34375,
522,30469,
523,30416,
524,31302,
525,29635,
526,30625,
527,31666,
528,34583,
529,31094,
530,33281,
531,29427,
532,30104,
533,33594,
534,29687,
535,29791,
536,30781,
537,30782,
538,30625,
539,45312,
540,33125,
541,30781,
542,31511,
543,30885,
544,30417,
545,33490,
546,29792,
547,29896,
548,30365,
549,29739,
550,30469,
551,30677,
552,42604,
553,35313,
554,50625,
555,30416,
556,30833,
557,33490,
558,29947,
559,42604,
560,57031,
561,32188,
562,30469,
563,31145,
564,54063,
565,33073,
566,31562,
567,30885,
568,45625,
569,30312,
570,30521,
571,30156,
572,30417,
573,29844,
574,29948,
575,30521,
576,29844,
577,32136,
578,36198,
579,30052,
580,45260,
581,30313,
582,29687,
583,31354,
584,29792,
585,30052,
586,31354,
587,29844,
588,30156,
589,32343,
590,35208,
591,30573,
592,46302,
593,31250,
594,30469,
595,30833,
596,29791,
597,34583,
598,30000,
599,32657,
600,30573,
601,30000,
602,46198,
603,30417,
604,33802,
605,30625,
606,31510,
607,34114,
608,29427,
609,31927,
610,31562,
611,45000,
612,30417,
613,30521,
614,31823,
615,30781,
616,33750,
617,30156,
618,30521,
619,30052,
620,30000,
621,46042,
622,31250,
623,31666,
624,32083,
625,34011,
626,45938,
627,31145,
628,30469,
629,30104,
630,29740,
631,31563,
632,45260,
633,30989,
634,32708,
635,30625,
636,30417,
637,34114,
638,29792,
639,45885,
640,32552,
641,31927,
642,45052,
643,30521,
644,30573,
645,31927,
646,30521,
647,30417,
648,30000,
649,31094,
650,30677,
651,45469,
652,31562,
653,29844,
654,31563,
655,45677,
656,30677,
657,31614,
658,30312,
659,29583,
660,33802,
661,29688,
662,29948,
663,30677,
664,29948,
665,29375,
666,45521,
667,31771,
668,31146,
669,44792,
670,30364,
671,30417,
672,33855,
673,29480,
674,29636,
675,29427,
676,30521,
677,29688,
678,31719,
679,43021,
680,30260,
681,45209,
682,35573,
683,30000,
684,33906,
685,29531,
686,29531,
687,30938,
688,29844,
689,30261,
690,29480,
691,30520,
692,30417,
693,31979,
694,46302,
695,31354,
696,31303,
697,30573,
698,30000,
699,45781,
700,30417,
701,30156,
702,32136,
703,29740,
704,30000,
705,31979,
706,45000,
707,32344,
708,31563,
709,44479,
710,32761,
711,45000,
712,28333,
713,31094,
714,35677,
715,29584,
716,30052,
