,n_secs_delay,
0,101875,
1,28906,
2,26302,
3,26927,
4,25209,
5,25417,
6,26510,
7,26250,
8,25677,
9,25417,
10,26407,
11,26719,
12,26250,
13,26250,
14,27709,
15,25521,
16,25677,
17,25730,
18,26511,
19,26146,
20,25834,
21,26250,
22,32448,
23,24896,
24,64114,
25,22761,
26,22500,
27,22135,
28,22187,
29,21927,
30,21875,
31,23281,
32,22187,
33,21510,
34,22083,
35,22188,
36,22708,
37,21302,
38,21875,
39,21562,
40,21667,
41,22135,
42,21615,
43,21667,
44,21927,
45,21771,
46,21719,
47,21666,
48,21979,
49,21927,
50,22084,
51,23281,
52,21303,
53,21198,
54,21302,
55,21146,
56,20990,
57,21146,
58,21250,
59,21614,
60,21250,
61,21250,
62,21093,
63,21354,
64,22240,
65,21354,
66,21198,
67,22344,
68,25312,
69,21719,
70,25365,
71,22552,
72,21771,
73,22136,
74,22812,
75,22343,
76,23333,
77,29063,
78,52135,
79,26511,
80,25937,
81,35989,
82,25834,
83,25625,
84,26250,
85,25364,
86,25729,
87,25782,
88,26041,
89,25833,
90,49271,
91,24792,
92,25052,
93,31615,
94,25573,
95,26250,
96,26146,
97,25364,
98,25313,
99,25625,
100,25469,
101,25833,
102,25781,
103,25156,
104,25781,
105,25364,
106,29114,
107,25781,
108,28438,
109,47708,
110,25261,
111,46563,
112,23438,
113,23281,
114,23021,
115,22813,
116,22761,
117,21770,
118,21875,
119,22917,
120,23020,
121,22656,
122,24011,
123,31875,
124,24219,
125,22604,
126,22813,
127,22084,
128,22500,
129,22448,
130,23021,
131,22604,
132,22761,
133,22552,
134,22448,
135,22604,
136,21875,
137,21875,
138,22917,
139,22396,
140,22864,
141,22813,
142,21823,
143,29896,
144,22448,
145,22917,
146,22291,
147,21823,
148,21250,
149,21666,
150,21198,
151,21771,
152,22083,
153,21823,
154,23958,
155,21511,
156,21354,
157,21823,
158,21563,
159,21927,
160,22031,
161,21562,
162,21458,
163,21823,
164,23281,
165,35938,
166,48906,
167,22188,
168,21510,
169,22239,
170,22448,
171,21407,
172,21250,
173,22031,
174,21614,
175,21667,
176,21875,
177,21563,
178,22240,
179,21667,
180,26771,
181,30572,
182,22083,
183,34323,
184,23645,
185,22969,
186,21667,
187,29740,
188,26093,
189,38385,
190,22448,
191,43073,
192,23177,
193,22084,
194,32656,
195,26823,
196,21666,
197,34062,
198,22188,
199,22917,
200,22135,
201,22344,
202,21406,
203,21875,
204,22031,
205,21875,
206,22240,
207,22239,
208,21823,
209,21927,
210,22448,
211,22656,
212,22500,
213,22500,
214,80521,
215,58177,
216,27344,
217,24271,
218,22447,
219,22292,
220,22083,
221,21406,
222,21458,
223,21667,
224,22188,
225,21354,
226,22344,
227,21302,
228,21303,
229,21771,
230,28802,
231,22604,
232,22396,
233,35157,
234,27968,
235,22448,
236,22187,
237,21770,
238,42396,
239,22291,
240,21042,
241,22083,
242,22031,
243,21979,
244,22343,
245,22136,
246,22135,
247,21823,
248,21719,
249,22135,
250,21615,
251,21198,
252,21980,
253,21562,
254,29010,
255,22448,
256,22240,
257,22187,
258,22657,
259,21771,
260,21302,
261,21510,
262,21459,
263,21614,
264,21927,
265,21458,
266,21459,
267,21615,
268,21510,
269,21718,
270,21406,
271,23802,
272,21875,
273,21458,
274,21718,
275,21407,
276,21302,
277,21250,
278,21510,
279,21770,
280,23645,
281,28698,
282,21614,
283,21511,
284,21562,
285,21146,
286,20938,
287,22083,
288,21146,
289,21198,
290,21354,
291,21563,
292,21302,
293,34739,
294,28229,
295,21615,
296,34010,
297,22239,
298,22761,
299,25886,
300,23178,
301,22083,
302,22865,
303,26667,
304,26979,
305,26198,
306,26354,
307,26823,
308,29532,
309,25573,
310,25417,
311,25468,
312,25625,
313,25209,
314,26562,
315,26250,
316,26563,
317,26302,
318,25417,
319,25729,
320,27292,
321,43021,
322,27969,
323,25104,
324,25157,
325,26563,
326,23177,
327,22188,
328,21823,
329,22708,
330,30000,
331,22187,
332,21458,
333,22083,
334,21927,
335,22135,
336,21615,
337,21771,
338,22292,
339,21823,
340,22136,
341,21875,
342,22812,
343,22240,
344,22031,
345,22187,
346,21354,
347,22291,
348,22187,
349,71355,
350,21927,
351,22239,
352,21771,
353,21510,
354,22083,
355,21458,
356,21719,
357,21823,
358,21771,
359,21771,
360,21771,
361,25416,
362,25365,
363,22031,
364,22188,
365,22240,
366,22187,
367,22552,
368,22291,
369,21823,
370,22344,
371,22343,
372,21511,
373,22500,
374,22187,
375,21719,
376,22292,
377,22708,
378,22916,
379,22812,
380,22708,
381,22240,
382,22448,
383,22291,
384,21927,
385,22761,
386,22343,
387,22084,
388,21875,
389,21771,
390,22708,
391,22136,
392,21666,
393,21822,
394,20886,
395,21614,
396,21719,
397,21666,
398,22343,
399,21770,
400,21979,
401,21614,
402,21093,
403,22084,
404,22552,
405,27604,
406,29427,
407,27083,
408,26615,
409,48802,
410,24948,
411,25157,
412,24843,
413,25417,
414,25105,
415,24688,
416,25156,
417,25364,
418,24844,
419,25313,
420,25364,
421,25416,
422,25938,
423,25937,
424,25157,
425,25104,
426,25052,
427,25573,
428,29011,
429,24791,
430,29584,
431,25573,
432,25312,
433,29270,
434,29323,
435,25261,
436,32136,
437,28750,
438,25938,
439,26093,
440,29115,
441,25937,
442,26875,
443,26511,
444,26042,
445,27032,
446,39323,
447,39739,
448,26614,
449,27032,
450,25833,
451,26146,
452,26146,
453,26093,
454,25677,
455,26510,
456,30833,
457,25989,
458,26666,
459,26302,
460,26562,
461,26250,
462,26094,
463,26458,
464,26615,
465,26354,
466,80520,
467,26823,
468,26198,
469,26614,
470,25729,
471,26094,
472,29740,
473,25573,
474,26250,
475,25990,
476,26041,
477,26823,
478,27083,
479,28021,
480,26406,
481,26302,
482,27084,
483,26719,
484,26250,
485,25990,
486,25677,
487,25313,
488,25572,
489,26041,
490,26250,
491,25729,
492,25416,
493,25781,
494,26250,
495,25677,
496,25885,
497,25677,
498,25625,
499,27135,
500,26511,
501,27083,
502,28229,
503,26823,
504,33437,
505,26666,
506,68854,
507,26406,
508,26667,
509,26250,
510,26719,
511,28282,
512,26771,
513,26875,
514,25938,
515,26303,
516,25730,
517,26354,
518,26875,
519,26510,
520,26094,
521,25312,
522,25677,
523,25469,
524,25833,
525,26771,
526,26094,
527,25989,
528,25833,
529,26459,
530,25833,
531,25938,
532,25677,
533,25885,
534,25833,
535,25782,
536,25885,
537,25730,
538,25260,
539,25938,
540,25781,
541,25677,
542,25937,
543,25677,
544,26250,
545,26354,
546,26407,
547,26041,
548,27239,
549,25989,
550,25677,
551,26458,
552,25677,
553,26145,
554,25990,
555,25468,
556,26146,
557,26198,
558,25677,
559,25990,
560,25938,
561,25677,
562,26042,
563,25834,
564,26042,
565,26250,
566,26094,
567,26250,
568,25885,
569,26198,
570,25729,
571,26562,
572,25573,
573,25573,
574,26250,
575,25521,
576,26041,
577,26146,
578,25625,
579,25416,
580,33958,
581,25260,
582,25677,
583,26093,
584,25990,
585,25937,
586,25417,
587,25416,
588,26354,
589,25782,
590,25573,
591,25677,
592,25573,
593,25469,
594,26354,
595,25833,
596,25938,
597,25781,
598,25781,
599,25417,
600,26511,
601,25573,
602,25520,
603,26042,
604,26458,
605,25469,
606,25469,
607,25938,
608,26094,
609,26042,
610,26250,
611,26146,
612,25469,
613,25990,
614,26198,
615,35625,
616,25208,
617,27239,
618,25885,
619,25886,
620,26407,
621,25417,
622,25990,
623,25678,
624,25781,
625,26094,
626,25416,
627,26458,
628,25521,
629,31250,
630,25260,
631,25729,
632,25729,
633,25625,
634,25729,
635,25312,
636,25573,
637,25364,
638,25000,
639,25573,
640,26458,
641,25208,
642,25365,
643,25781,
644,26146,
645,25834,
646,25729,
647,25886,
648,25833,
649,25469,
650,25209,
651,28125,
652,54323,
653,26406,
654,25989,
655,26198,
656,25625,
657,25833,
658,25885,
659,25833,
660,25521,
661,24791,
662,25052,
663,29271,
664,25052,
665,25208,
666,24792,
667,24896,
668,24948,
669,25625,
670,25782,
671,25625,
672,25781,
673,25573,
674,25417,
675,25313,
676,25417,
677,25104,
678,25521,
679,25000,
680,25365,
681,26250,
682,25521,
683,25625,
684,25677,
685,25677,
686,28230,
687,25573,
688,25260,
689,25364,
690,25052,
691,25260,
692,25573,
693,26094,
694,25260,
695,25573,
696,25417,
697,26042,
698,25520,
699,25833,
700,25781,
701,25625,
702,25573,
703,25573,
704,25937,
705,25261,
706,25729,
707,26094,
708,26667,
709,29896,
710,27083,
711,26354,
712,26094,
713,40417,
714,26094,
715,26771,
716,26667,
717,26510,
718,25000,
719,25208,
720,25678,
721,25468,
722,25209,
723,25417,
724,25573,
725,25573,
726,25209,
727,25313,
728,25573,
729,25469,
730,25313,
731,25417,
732,25521,
733,25781,
734,25312,
735,25417,
736,25833,
737,25573,
738,25417,
739,25416,
740,28489,
741,25469,
742,25573,
743,26146,
744,25781,
745,25416,
746,25417,
747,25625,
748,25573,
749,25520,
750,25468,
751,25052,
752,25573,
753,25625,
754,26093,
755,25468,
756,26927,
757,25989,
758,26146,
759,26042,
760,41667,
761,25521,
762,38907,
763,25000,
764,25469,
765,25052,
766,25937,
767,25260,
768,25521,
769,25677,
770,26615,
771,26250,
772,25469,
773,25468,
774,25365,
775,25260,
776,25469,
777,25521,
778,25260,
779,26198,
780,25364,
781,25989,
782,25677,
783,25365,
784,25677,
785,25312,
786,25625,
787,25469,
788,25469,
789,25417,
790,25000,
791,25468,
792,25261,
793,25729,
794,29740,
795,25573,
796,25782,
797,25834,
798,31146,
799,62396,
800,25468,
801,25052,
802,25834,
803,25469,
804,25156,
805,25625,
806,25313,
807,25469,
808,25468,
809,25261,
810,25156,
811,25521,
812,25209,
813,25990,
814,25156,
815,25521,
816,25416,
817,25521,
818,25469,
819,25209,
820,25260,
821,25989,
822,25104,
823,25677,
824,25469,
825,26198,
826,25365,
827,25364,
828,25937,
829,25468,
830,25364,
831,25520,
832,25677,
833,24948,
834,25677,
835,25156,
836,25417,
837,25885,
838,25417,
839,25417,
840,25208,
841,25365,
842,25260,
843,25469,
844,25417,
845,25416,
846,25417,
847,25104,
848,25886,
849,25521,
850,25260,
851,25781,
852,25156,
853,25209,
854,25573,
855,24687,
856,25521,
857,25521,
858,25730,
859,25729,
860,25313,
861,25469,
862,25261,
863,25208,
864,25312,
865,25260,
866,25417,
867,25052,
868,25313,
869,25209,
870,25521,
871,28698,
872,25573,
873,25625,
874,25052,
875,25208,
876,25313,
877,25469,
878,25469,
879,25885,
880,25052,
881,25104,
882,25364,
883,25625,
884,25573,
885,25365,
886,25312,
887,25729,
888,25416,
889,25469,
890,25886,
891,25469,
892,25886,
893,25208,
894,28281,
895,25052,
896,25157,
897,25365,
898,25365,
899,29375,
900,26875,
901,26145,
902,31302,
903,26302,
904,25834,
905,25833,
906,26042,
907,26094,
908,25781,
909,26250,
910,26146,
911,26667,
912,26458,
913,25886,
914,25990,
915,26615,
916,25625,
917,29844,
918,26406,
919,25833,
920,26563,
921,25729,
922,26250,
923,25834,
924,25312,
925,25781,
926,26510,
927,25834,
928,26094,
929,26615,
930,26615,
931,25729,
932,26042,
933,26354,
934,26146,
935,26510,
936,27083,
937,26042,
938,27136,
939,25416,
940,26302,
941,26823,
942,26354,
943,26614,
944,26823,
945,26928,
946,29166,
947,25678,
948,26771,
949,26719,
950,26927,
951,27656,
952,26979,
953,27187,
954,26354,
955,27031,
956,25729,
957,26719,
958,25989,
959,27240,
960,26562,
961,27448,
962,26615,
963,27760,
964,26979,
965,26979,
966,25469,
967,25729,
968,25990,
969,26875,
970,26718,
971,26458,
972,26770,
973,27083,
974,26667,
975,27395,
976,25625,
977,26458,
978,25416,
979,26875,
980,27865,
981,26198,
982,26458,
983,25729,
984,25834,
985,26197,
986,26719,
987,26250,
988,26667,
989,25677,
990,25937,
991,26354,
992,26875,
993,26458,
994,34427,
995,25469,
996,25209,
997,25677,
998,25052,
999,25000,
1000,24896,
1001,25104,
1002,25313,
1003,25573,
1004,25261,
1005,25156,
1006,25521,
1007,25521,
1008,25729,
1009,26563,
1010,25364,
1011,25052,
1012,25157,
