,n_secs_delay,
0,59948,
1,59062,
2,29375,
3,24687,
4,55260,
5,24896,
6,28281,
7,30417,
8,22083,
9,22761,
10,22083,
11,21927,
12,23073,
13,22083,
14,21875,
15,21927,
16,21458,
17,21250,
18,20364,
19,21406,
20,21302,
21,21355,
22,20989,
23,21198,
24,33698,
25,27083,
26,26407,
27,26094,
28,26979,
29,29219,
30,25052,
31,19843,
32,19323,
33,18489,
34,19375,
35,19584,
36,19062,
37,25729,
38,20260,
39,37291,
40,23906,
41,21615,
42,21562,
43,21510,
44,26458,
45,22292,
46,20521,
47,20209,
48,20416,
49,20156,
50,20000,
51,19948,
52,20000,
53,19532,
54,19375,
55,21198,
56,19896,
57,19479,
58,19531,
59,46355,
60,21770,
61,29947,
62,20938,
63,19688,
64,19531,
65,19896,
66,19480,
67,20052,
68,19740,
69,20416,
70,22239,
71,19687,
72,19636,
73,19271,
74,18959,
75,20416,
76,20417,
77,20417,
78,20677,
79,20417,
80,20886,
81,20104,
82,47031,
83,23229,
84,45625,
85,21406,
86,20313,
87,20208,
88,19896,
89,20000,
90,20000,
91,20052,
92,19896,
93,20261,
94,19844,
95,20000,
96,21146,
97,19636,
98,19792,
99,20417,
100,19948,
101,19740,
102,19531,
103,19479,
104,19323,
105,19322,
106,19218,
107,19375,
108,19063,
109,19271,
110,19270,
111,19166,
112,20885,
113,19375,
114,19219,
115,19115,
116,19115,
117,19063,
118,19219,
119,19323,
120,19323,
121,19323,
122,19219,
123,19322,
124,19115,
125,19271,
126,19323,
127,19375,
128,20729,
129,19532,
130,19427,
131,19062,
132,19427,
133,19427,
134,19167,
135,13698,
136,32292,
137,20833,
138,31406,
139,20885,
140,26458,
141,26875,
142,28490,
143,25000,
144,23802,
145,24114,
146,24323,
147,24531,
148,25156,
149,56823,
150,21771,
151,24167,
152,24063,
153,24375,
154,25209,
155,32604,
156,28072,
157,25625,
158,24531,
159,25000,
160,25209,
161,25052,
162,24115,
163,24218,
164,24375,
165,24479,
166,24219,
167,28958,
168,24739,
169,25886,
170,26823,
171,24427,
172,25885,
173,25156,
174,24635,
175,25313,
176,37188,
177,23385,
178,23542,
179,23437,
180,34896,
181,26093,
182,33386,
183,19531,
184,42969,
185,17552,
186,20157,
187,18698,
188,18281,
189,18385,
190,18854,
191,18698,
192,18385,
193,19323,
194,19063,
195,17969,
196,18229,
197,20781,
198,18906,
199,21250,
200,18229,
201,19427,
202,19427,
203,19166,
204,19063,
205,19584,
206,19531,
207,19011,
208,18021,
209,19271,
210,35313,
211,22812,
212,20885,
213,20313,
214,20000,
215,20260,
216,19896,
217,19948,
218,20000,
219,20156,
220,19636,
221,12604,
222,30678,
223,21302,
224,34844,
225,22135,
226,19427,
227,19063,
228,19948,
229,22656,
230,20156,
231,19844,
232,19740,
233,19167,
234,18959,
235,20104,
236,20260,
237,19375,
238,19583,
239,22709,
240,19948,
241,19688,
242,18958,
243,18281,
244,18958,
245,19063,
246,19167,
247,19062,
248,18385,
249,20052,
250,18334,
251,18802,
252,18802,
253,18593,
254,22917,
255,19063,
256,22968,
257,18646,
258,18646,
259,19531,
260,19583,
261,18229,
262,18333,
263,20313,
264,19583,
265,19375,
266,18802,
267,18490,
268,18541,
269,20208,
270,18802,
271,18645,
272,21875,
273,19115,
274,19271,
275,18490,
276,18073,
277,19532,
278,17552,
279,18802,
280,18646,
281,18333,
282,19219,
283,18489,
284,20834,
285,18646,
286,18750,
287,34948,
288,17917,
289,26094,
290,17969,
291,18438,
292,18594,
293,18646,
294,18854,
295,18906,
296,18489,
297,18855,
298,18594,
299,21667,
300,19219,
301,18906,
